image,true_species,full_image_pred,full_image_conf,full_image_correct,roi_pred,roi_conf,roi_correct
DSC_8934.JPG,Daphne cneorum L.,Daphne cneorum L.,0.9041,True,Daphne cneorum L.,0.9971,True
DSC_8936.JPG,Daphne cneorum L.,Daphne cneorum L.,0.3264,True,Daphne cneorum L.,0.8843,True
DSC_8938.JPG,Daphne cneorum L.,Daphne cneorum L.,0.9446,True,Daphne cneorum L.,0.9487,True
DSC_8940.JPG,Punica granatum L.,Noccaea rotundifolia (L.) Moench,0.3793,False,Punica granatum L.,0.908,True
DSC_8942.JPG,Trifolium alpinum L.,Hebe brachysiphon Summerh.,0.1996,False,Daphne mezereum L.,0.4003,False
DSC_8943.JPG,Lupinus arboreus Sims,Papaver alpinum L.,0.1551,False,Lupinus arboreus Sims,0.8852,True
DSC_8945.JPG,Centranthus ruber (L.) DC.,Lithodora fruticosa (L.) Griseb.,0.8841,False,Daphne mezereum L.,0.4462,False
DSC_8958.JPG,Elodea canadensis Michx.,Sedum sediforme (Jacq.) Pau,0.2607,False,Elodea canadensis Michx.,0.3956,True
DSC_8962.JPG,Pancratium maritimum L.,Pancratium maritimum L.,0.857,True,Daphne laureola L.,0.3975,False
DSC_8964.JPG,Phedimus spurius (M.Bieb) 't Hart,Nymphoides peltata (S.G.Gmel.) Kuntze,0.2054,False,Phedimus spurius (M.Bieb) 't Hart,0.7104,True
DSC_8971.JPG,Trachelospermum jasminoides (Lindl.) Lem.,Anemone narcissiflora L.,0.336,False,Trachelospermum jasminoides (Lindl.) Lem.,0.9928,True
DSC_8978.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora fruticosa (L.) Griseb.,0.7697,True,Lithodora fruticosa (L.) Griseb.,0.4245,True
DSC_8979.JPG,Hypericum perforatum L.,Sedum acre L.,0.4255,False,Trifolium dubium Sibth.,0.4166,False
DSC_9638.JPG,Viscaria vulgaris Bernh.,Daphne mezereum L.,0.2874,False,Viscaria vulgaris Bernh.,0.6811,True
DSC_9652.JPG,Petiveria alliacea L.,Calendula officinalis L.,0.2742,False,Petiveria alliacea L.,0.7807,True
E.umbellatum var. bahiiforme.JPG,Sedum kamtschaticum Fisch. & C.A.Mey.,Barbarea vulgaris R.Br.,0.6379,False,Sedum kamtschaticum Fisch. & C.A.Mey.,0.6632,True
P3240048.JPG,Dryopteris filix-mas (L.) Schott,Anemone coronaria L.,0.9028,False,Anemone coronaria L.,0.469,False
P4240129-2.JPG,Cirsium vulgare (Savi) Ten.,Lamium maculatum (L.) L.,0.5762,False,Cirsium arvense (L.) Scop.,0.3887,False
P4240142-2.JPG,Moehringia trinervia (L.) Clairv.,Moehringia trinervia (L.) Clairv.,0.6192,True,Moehringia trinervia (L.) Clairv.,0.623,True
P4240150-2.JPG,Anemone nemorosa L.,Anemone nemorosa L.,0.8178,True,Sedum album L.,0.3746,False
P4240164-2.JPG,Tradescantia virginiana L.,Anemone hepatica L.,0.71,False,Tradescantia virginiana L.,0.6455,True
P4240177-2.JPG,Thapsia villosa L.,Thapsia villosa L.,0.685,True,Thapsia villosa L.,0.6816,True
P4260002-2.JPG,Lupinus luteus L.,Lupinus luteus L.,0.6493,True,Lupinus luteus L.,0.6405,True
P4260005-2.JPG,Tagetes erecta L.,Tagetes erecta L.,0.796,True,Tagetes erecta L.,0.7975,True
P4260010-2.JPG,Helminthotheca echioides (L.) Holub,Hyoscyamus albus L.,0.8853,False,Helminthotheca echioides (L.) Holub,0.8943,True
P4260057-2.JPG,Honckenya peploides (L.) Ehrh.,Honckenya peploides (L.) Ehrh.,0.6113,True,Honckenya peploides (L.) Ehrh.,0.6212,True
P4260063-2.JPG,Alocasia sanderiana W.Bull,Lupinus angustifolius L.,0.5471,False,Alocasia sanderiana W.Bull,0.6894,True
