roi_id,source_image,pred1_species,pred1_genus,pred1_conf,pred1_class_idx,pred2_species,pred2_genus,pred2_conf,pred2_class_idx,pred3_species,pred3_genus,pred3_conf,pred3_class_idx,pred4_species,pred4_genus,pred4_conf,pred4_class_idx,pred5_species,pred5_genus,pred5_conf,pred5_class_idx,top1_confidence,top1_top2_gap,top1_genus,top2_genus,genus_agreement,confidence_tier
roi_0040,DSCF1560-2.JPG,Trifolium pratense L.,Trifolium,0.6589,112,Punica granatum L.,Punica,0.0301,122,Daphne odora Thunb.,Daphne,0.0267,860,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0216,919,Trifolium resupinatum L.,Trifolium,0.0202,114,0.6589,0.6288,Trifolium,Punica,False,TIER_2_GOOD
roi_0041,DSCF1560-2.JPG,Daphne odora Thunb.,Daphne,0.1173,860,Daphne striata Tratt.,Daphne,0.0777,379,Daphne mezereum L.,Daphne,0.0719,378,Daphne cneorum L.,Daphne,0.0554,377,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.0501,271,0.1173,0.0395999999999999,Daphne,Daphne,True,TIER_5_UNRELIABLE
roi_0042,DSCF1560-2.JPG,Trifolium pratense L.,Trifolium,0.2112,112,Daphne cneorum L.,Daphne,0.0586,377,Daphne odora Thunb.,Daphne,0.0582,860,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0565,919,Daphne striata Tratt.,Daphne,0.0398,379,0.2112,0.1526,Trifolium,Daphne,False,TIER_4_LOW
roi_0043,DSCF1560-2.JPG,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.2689,410,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.2441,1056,Pereskia grandifolia Haw.,Pereskia,0.1338,673,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.0571,407,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.0391,556,0.2689,0.0247999999999999,Hebe,Hebe,True,TIER_4_LOW
roi_0044,DSCF1563-2.JPG,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.4195,271,Pereskia grandifolia Haw.,Pereskia,0.191,673,Cobaea scandens Cav.,Cobaea,0.1062,552,Pongamia pinnata (L.) Pierre,Pongamia,0.0705,678,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0525,919,0.4195,0.2284999999999999,Trachelospermum,Pereskia,False,TIER_3_MODERATE
roi_0045,DSCF1563-2.JPG,Zamioculcas zamiifolia (Lodd.) Engl.,Zamioculcas,0.5321,322,Trifolium pratense L.,Trifolium,0.1174,112,Trifolium medium L.,Trifolium,0.0897,546,Pereskia aculeata Mill.,Pereskia,0.0236,698,Pereskia grandifolia Haw.,Pereskia,0.023,673,0.5321,0.4147,Zamioculcas,Trifolium,False,TIER_3_MODERATE
roi_0046,DSCF1563-2.JPG,Lupinus polyphyllus Lindl.,Lupinus,0.4003,263,Trifolium alpinum L.,Trifolium,0.3182,521,Pereskia grandifolia Haw.,Pereskia,0.0426,673,Trifolium medium L.,Trifolium,0.0249,546,Trifolium pratense L.,Trifolium,0.0183,112,0.4003,0.0821,Lupinus,Trifolium,False,TIER_3_MODERATE
roi_0047,DSCF1563-2.JPG,Trifolium pratense L.,Trifolium,0.5836,112,Trifolium medium L.,Trifolium,0.1545,546,Viscaria alpina (L.) G.Don,Viscaria,0.0339,525,Daphne striata Tratt.,Daphne,0.026,379,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0226,919,0.5836,0.4291,Trifolium,Trifolium,True,TIER_3_GENUS_OK
roi_0050,DSCF1564-2.JPG,Pereskia grandifolia Haw.,Pereskia,0.3412,673,Calycanthus floridus L.,Calycanthus,0.1408,564,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0894,640,Zamioculcas zamiifolia (Lodd.) Engl.,Zamioculcas,0.0689,322,Pongamia pinnata (L.) Pierre,Pongamia,0.0409,678,0.3412,0.2004,Pereskia,Calycanthus,False,TIER_4_LOW
roi_0051,DSCF1564-2.JPG,Trifolium pratense L.,Trifolium,0.2258,112,Lupinus polyphyllus Lindl.,Lupinus,0.2076,263,Trifolium alpinum L.,Trifolium,0.1368,521,Trifolium medium L.,Trifolium,0.1242,546,Trifolium purpureum Loisel.,Trifolium,0.0959,113,0.2258,0.0181999999999999,Trifolium,Lupinus,False,TIER_4_LOW
roi_0054,DSCF1564-2.JPG,Daphne striata Tratt.,Daphne,0.3274,379,Daphne cneorum L.,Daphne,0.2704,377,Daphne sericea Vahl,Daphne,0.1232,585,Daphne mezereum L.,Daphne,0.0597,378,Daphne odora Thunb.,Daphne,0.03,860,0.3274,0.057,Daphne,Daphne,True,TIER_4_LOW
roi_0055,DSCF1571-2.JPG,Lupinus polyphyllus Lindl.,Lupinus,0.6355,263,Lathraea clandestina L.,Lathraea,0.0948,429,Trifolium alpinum L.,Trifolium,0.0729,521,Trifolium pratense L.,Trifolium,0.0441,112,Trifolium medium L.,Trifolium,0.0275,546,0.6355,0.5407,Lupinus,Lathraea,False,TIER_2_GOOD
roi_0056,DSCF1571-2.JPG,Lamium purpureum L.,Lamium,0.1659,84,Pelargonium inquinans (L.) Aiton,Pelargonium,0.1452,483,Trifolium pratense L.,Trifolium,0.1079,112,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.1058,919,Lamium maculatum (L.) L.,Lamium,0.0955,428,0.1659,0.0206999999999999,Lamium,Pelargonium,False,TIER_5_UNRELIABLE
roi_0057,DSCF1571-2.JPG,Daphne mezereum L.,Daphne,0.6086,378,Daphne striata Tratt.,Daphne,0.1269,379,Daphne odora Thunb.,Daphne,0.0661,860,Daphne cneorum L.,Daphne,0.0633,377,Viscaria alpina (L.) G.Don,Viscaria,0.0242,525,0.6086,0.4817,Daphne,Daphne,True,TIER_2_GOOD
roi_0058,DSCF1573-2.JPG,Cobaea scandens Cav.,Cobaea,0.3924,552,Lupinus polyphyllus Lindl.,Lupinus,0.1294,263,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.0475,556,Freesia refracta (Jacq.) Klatt,Freesia,0.0393,189,Freesia x hybrida L.H.Bailey,Freesia,0.0273,400,0.3924,0.263,Cobaea,Lupinus,False,TIER_4_LOW
roi_0059,DSCF1573-2.JPG,Pongamia pinnata (L.) Pierre,Pongamia,0.2036,678,Calycanthus floridus L.,Calycanthus,0.1351,564,Hypericum calycinum L.,Hypericum,0.0769,413,Barringtonia asiatica (L.) Kurz,Barringtonia,0.0683,318,Cobaea scandens Cav.,Cobaea,0.037,552,0.2036,0.0685,Pongamia,Calycanthus,False,TIER_4_LOW
roi_0060,DSCF1573-2.JPG,Anemone coronaria L.,Anemone,0.2769,135,Lupinus polyphyllus Lindl.,Lupinus,0.1529,263,Calycanthus floridus L.,Calycanthus,0.1162,564,Anemone hortensis L.,Anemone,0.1041,197,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0399,640,0.2769,0.1239999999999999,Anemone,Lupinus,False,TIER_4_LOW
roi_0061,DSCF1573-2.JPG,Lathraea clandestina L.,Lathraea,0.3501,429,Lupinus polyphyllus Lindl.,Lupinus,0.2501,263,Freesia refracta (Jacq.) Klatt,Freesia,0.056,189,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0488,550,Tradescantia zebrina Bosse,Tradescantia,0.0358,561,0.3501,0.1,Lathraea,Lupinus,False,TIER_4_LOW
roi_0062,DSCF1573-2.JPG,Lathraea clandestina L.,Lathraea,0.6617,429,Cobaea scandens Cav.,Cobaea,0.1047,552,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.0609,537,Freesia refracta (Jacq.) Klatt,Freesia,0.0473,189,Lupinus polyphyllus Lindl.,Lupinus,0.0294,263,0.6617,0.5569999999999999,Lathraea,Cobaea,False,TIER_2_GOOD
roi_0063,DSCF1575-2.JPG,Pereskia grandifolia Haw.,Pereskia,0.2252,673,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.1168,640,Daphne odora Thunb.,Daphne,0.0841,860,Calycanthus floridus L.,Calycanthus,0.0696,564,Lathraea clandestina L.,Lathraea,0.0575,429,0.2252,0.1084,Pereskia,Cryptostegia,False,TIER_4_LOW
roi_0064,DSCF1575-2.JPG,Pereskia grandifolia Haw.,Pereskia,0.3301,673,Nymphaea nouchali Burm.f.,Nymphaea,0.1443,707,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0644,640,Nymphaea alba L.,Nymphaea,0.0604,126,Nymphaea nouchali Burm. f.,Nymphaea,0.0354,22,0.3301,0.1858,Pereskia,Nymphaea,False,TIER_4_LOW
roi_0065,DSCF1575-2.JPG,Lathraea clandestina L.,Lathraea,0.2716,429,Tradescantia spathacea Sw.,Tradescantia,0.1635,272,Tradescantia zebrina Bosse,Tradescantia,0.0842,561,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.0486,556,Trifolium purpureum Loisel.,Trifolium,0.0261,113,0.2716,0.1081,Lathraea,Tradescantia,False,TIER_4_LOW
roi_0066,DSCF1575-2.JPG,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.3616,1056,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.1377,407,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.0939,410,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.0539,556,Oncostema peruviana (L.) Speta,Oncostema,0.0497,159,0.3616,0.2239,Hebe,Hebe,True,TIER_4_LOW
roi_0067,DSCF1575-2.JPG,Pongamia pinnata (L.) Pierre,Pongamia,0.2933,678,Lupinus polyphyllus Lindl.,Lupinus,0.1982,263,Lathraea clandestina L.,Lathraea,0.0707,429,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0604,640,Calycanthus floridus L.,Calycanthus,0.0277,564,0.2933,0.0951,Pongamia,Lupinus,False,TIER_4_LOW
roi_0068,DSCF1575-2.JPG,Pongamia pinnata (L.) Pierre,Pongamia,0.4578,678,Petiveria alliacea L.,Petiveria,0.0849,297,Mussaenda arcuata Poir.,Mussaenda,0.0393,668,Vismia cayennensis (Jacq.) Pers.,Vismia,0.0328,607,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.0254,271,0.4578,0.3729,Pongamia,Petiveria,False,TIER_3_MODERATE
roi_0069,DSCF1575-2.JPG,Lupinus polyphyllus Lindl.,Lupinus,0.5766,263,Lupinus albus L.,Lupinus,0.0569,221,Lupinus arboreus Sims,Lupinus,0.0386,435,Daphne laureola L.,Daphne,0.0222,141,Ophrys tenthredinifera Willd.,Ophrys,0.0204,168,0.5766,0.5197,Lupinus,Lupinus,True,TIER_3_GENUS_OK
roi_0073,DSCF8139-2.JPG,Daphne mezereum L.,Daphne,0.2783,378,Hyoscyamus niger L.,Hyoscyamus,0.2234,139,Punica granatum L.,Punica,0.1738,122,Schefflera arboricola (Hayata) Merr.,Schefflera,0.0524,694,Alcea rosea L.,Alcea,0.0416,123,0.2783,0.0549,Daphne,Hyoscyamus,False,TIER_4_LOW
roi_0074,DSCF8139-2.JPG,Ophrys insectifera L.,Ophrys,0.1154,188,Hypericum australe Ten.,Hypericum,0.1058,69,Ophrys apifera Huds.,Ophrys,0.0502,162,Trifolium dubium Sibth.,Trifolium,0.0336,223,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.0276,537,0.1154,0.0095999999999999,Ophrys,Hypericum,False,TIER_5_UNRELIABLE
roi_0077,DSCF8141-2.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.197,537,Punica granatum L.,Punica,0.0796,122,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0544,919,Trifolium dubium Sibth.,Trifolium,0.0517,223,Pelargonium inquinans (L.) Aiton,Pelargonium,0.051,483,0.197,0.1174,Cymbalaria,Punica,False,TIER_5_UNRELIABLE
roi_0079,DSCF8141-2.JPG,Hyoscyamus albus L.,Hyoscyamus,0.3613,138,Hyoscyamus niger L.,Hyoscyamus,0.2774,139,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0723,483,Liriodendron tulipifera L.,Liriodendron,0.0689,434,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0216,919,0.3613,0.0839,Hyoscyamus,Hyoscyamus,True,TIER_4_LOW
roi_0080,DSCF8141-2.JPG,Thesium humifusum DC.,Thesium,0.1769,182,Trifolium dubium Sibth.,Trifolium,0.132,223,Sedum acre L.,Sedum,0.0597,46,Oldenlandia corymbosa L.,Oldenlandia,0.0315,137,Mercurialis annua L.,Mercurialis,0.0302,9,0.1769,0.0448999999999999,Thesium,Trifolium,False,TIER_5_UNRELIABLE
roi_0084,DSCF8145-2.JPG,Hyoscyamus albus L.,Hyoscyamus,0.9463,138,Hyoscyamus niger L.,Hyoscyamus,0.0413,139,Cucurbita maxima Duchesne,Cucurbita,0.0051,371,Cucurbita moschata Duchesne,Cucurbita,0.002,584,Cucurbita foetidissima Kunth,Cucurbita,0.0019,820,0.9463,0.905,Hyoscyamus,Hyoscyamus,True,TIER_1_HIGH
roi_0093,DSCF8151-2.JPG,Chaerophyllum temulum L.,Chaerophyllum,0.1386,144,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0952,390,Acalypha virginica L.,Acalypha,0.0773,65,Chaerophyllum bulbosum L.,Chaerophyllum,0.062,534,Haplophyton crooksii (L.D. Benson) L.D. Benson,Haplophyton,0.0459,956,0.1386,0.0433999999999999,Chaerophyllum,Epipactis,False,TIER_5_UNRELIABLE
roi_0098,DSCF8154-2.JPG,Acalypha integrifolia Willd.,Acalypha,0.5893,682,Mussaenda arcuata Poir.,Mussaenda,0.122,668,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.1122,390,Geniostoma borbonicum (Lam.) Spreng.,Geniostoma,0.0346,663,Stoebe passerinoides (Lam.) Willd.,Stoebe,0.0193,684,0.5893,0.4673,Acalypha,Mussaenda,False,TIER_3_MODERATE
roi_0105,DSCF8155-2.JPG,Anthericum ramosum L.,Anthericum,0.456,498,Lapsana communis L.,Lapsana,0.0756,245,Lactuca muralis (L.) Gaertn.,Lactuca,0.041,42,Moehringia trinervia (L.) Clairv.,Moehringia,0.0356,34,Macrosyringion longiflorum (Vohl) Rothm.,Macrosyringion,0.031,329,0.456,0.3804,Anthericum,Lapsana,False,TIER_3_MODERATE
roi_0111,DSCF8157-2.JPG,Anthericum ramosum L.,Anthericum,0.1061,498,Lapsana communis L.,Lapsana,0.0971,245,Thesium humifusum DC.,Thesium,0.0918,182,Lactuca muralis (L.) Gaertn.,Lactuca,0.0703,42,Trifolium arvense L.,Trifolium,0.0542,98,0.1061,0.0089999999999999,Anthericum,Lapsana,False,TIER_5_UNRELIABLE
roi_0113,DSCF8158-2.JPG,Calendula officinalis L.,Calendula,0.1492,35,Calendula arvensis L.,Calendula,0.106,351,Haplophyton crooksii (L.D. Benson) L.D. Benson,Haplophyton,0.0912,956,Calendula arvensis M.Bieb.,Calendula,0.0681,899,Trifolium repens L.,Trifolium,0.038,226,0.1492,0.0432,Calendula,Calendula,True,TIER_5_UNRELIABLE
roi_0114,DSCF8158-2.JPG,Danthonia decumbens (L.) DC.,Danthonia,0.1151,155,Trifolium repens L.,Trifolium,0.1127,226,Phalaris canariensis L.,Phalaris,0.0606,213,Phalaris minor Retz.,Phalaris,0.051,214,Trifolium dubium Sibth.,Trifolium,0.047,223,0.1151,0.0023999999999999,Danthonia,Trifolium,False,TIER_5_UNRELIABLE
roi_0119,DSCF8161-2.JPG,Daphne gnidium L.,Daphne,0.3752,140,Daphne laureola L.,Daphne,0.083,141,Sedum sediforme (Jacq.) Pau,Sedum,0.0664,60,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0594,390,Geniostoma borbonicum (Lam.) Spreng.,Geniostoma,0.0431,663,0.3752,0.2921999999999999,Daphne,Daphne,True,TIER_4_LOW
roi_0120,DSCF8161-2.JPG,Lactuca muralis (L.) Gaertn.,Lactuca,0.6452,42,Haplophyton crooksii (L.D. Benson) L.D. Benson,Haplophyton,0.1428,956,Myosoton aquaticum (L.) Moench,Myosoton,0.0357,170,Pelargonium tomentosum Jacq.,Pelargonium,0.0244,1019,Epipactis leptochila (Godfery) Godfery,Epipactis,0.0186,389,0.6452,0.5024,Lactuca,Haplophyton,False,TIER_2_GOOD
roi_0123,DSCF8163-2.JPG,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.8622,390,Smilax aspera L.,Smilax,0.0224,205,Chaerophyllum temulum L.,Chaerophyllum,0.0223,144,Myosoton aquaticum (L.) Moench,Myosoton,0.0156,170,Lactuca muralis (L.) Gaertn.,Lactuca,0.0103,42,0.8622,0.8398,Epipactis,Smilax,False,TIER_1_HIGH
roi_0128,DSC_0036.JPG,Angelica sylvestris L.,Angelica,0.817,495,Acacia mearnsii De Wild.,Acacia,0.0694,232,Pyracantha coccinea M.Roem.,Pyracantha,0.0312,499,Trinia glauca (L.) Dumort.,Trinia,0.0205,547,Sedum sediforme (Jacq.) Pau,Sedum,0.0127,60,0.817,0.7475999999999999,Angelica,Acacia,False,TIER_1_HIGH
roi_0130,DSC_5562[.jpg,Pyracantha coccinea M.Roem.,Pyracantha,0.8756,499,Holodiscus discolor (Pursh) Maxim.,Holodiscus,0.0437,501,Acacia dealbata Link,Acacia,0.0323,230,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Pyracantha,0.0291,500,Acacia baileyana F.Muell.,Acacia,0.0037,599,0.8756,0.8319000000000001,Pyracantha,Holodiscus,False,TIER_1_HIGH
