roi_id,source_image,pred1_species,pred1_genus,pred1_conf,pred1_class_idx,pred2_species,pred2_genus,pred2_conf,pred2_class_idx,pred3_species,pred3_genus,pred3_conf,pred3_class_idx,pred4_species,pred4_genus,pred4_conf,pred4_class_idx,pred5_species,pred5_genus,pred5_conf,pred5_class_idx,top1_confidence,top1_top2_gap,top1_genus,top2_genus,genus_agreement,confidence_tier
roi_0046,DSCF1563-2.JPG,Trifolium pratense L.,Trifolium,0.402,112,Trifolium medium L.,Trifolium,0.2623,546,Trifolium alpinum L.,Trifolium,0.1762,521,Pereskia grandifolia Haw.,Pereskia,0.045,673,Trifolium fragiferum L.,Trifolium,0.0101,20,0.402,0.1397,Trifolium,Trifolium,True,TIER_3_GENUS_OK
roi_0047,DSCF1563-2.JPG,Trifolium pratense L.,Trifolium,0.3123,112,Trifolium medium L.,Trifolium,0.1465,546,Daphne cneorum L.,Daphne,0.1059,377,Viscaria alpina (L.) G.Don,Viscaria,0.0805,525,Trifolium resupinatum L.,Trifolium,0.0496,114,0.3123,0.1658,Trifolium,Trifolium,True,TIER_4_LOW
roi_0050,DSCF1564-2.JPG,Cobaea scandens Cav.,Cobaea,0.3123,552,Mertensia virginica (L.) Pers. ex Link,Mertensia,0.1351,766,Pereskia grandifolia Haw.,Pereskia,0.1004,673,Pongamia pinnata (L.) Pierre,Pongamia,0.0561,678,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0458,640,0.3123,0.1772,Cobaea,Mertensia,False,TIER_4_LOW
roi_0051,DSCF1564-2.JPG,Trifolium pratense L.,Trifolium,0.3791,112,Trifolium medium L.,Trifolium,0.3,546,Trifolium alpinum L.,Trifolium,0.0789,521,Pereskia grandifolia Haw.,Pereskia,0.0459,673,Freesia x hybrida L.H.Bailey,Freesia,0.0298,400,0.3791,0.0791,Trifolium,Trifolium,True,TIER_4_LOW
roi_0054,DSCF1564-2.JPG,Viscaria vulgaris Bernh.,Viscaria,0.2268,526,Daphne striata Tratt.,Daphne,0.0958,379,Viscaria alpina (L.) G.Don,Viscaria,0.0881,525,Daphne cneorum L.,Daphne,0.0848,377,Trifolium resupinatum L.,Trifolium,0.0482,114,0.2268,0.131,Viscaria,Daphne,False,TIER_4_LOW
roi_0055,DSCF1571-2.JPG,Trifolium medium L.,Trifolium,0.3295,546,Lupinus polyphyllus Lindl.,Lupinus,0.1952,263,Trifolium pratense L.,Trifolium,0.1117,112,Trifolium purpureum Loisel.,Trifolium,0.0644,113,Trifolium alpestre L.,Trifolium,0.054,520,0.3295,0.1343,Trifolium,Lupinus,False,TIER_4_LOW
roi_0056,DSCF1571-2.JPG,Trifolium pratense L.,Trifolium,0.7167,112,Cirsium vulgare (Savi) Ten.,Cirsium,0.0527,4,Trifolium alpestre L.,Trifolium,0.0409,520,Papaver somniferum L.,Papaver,0.0277,203,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.026,556,0.7167,0.664,Trifolium,Cirsium,False,TIER_2_GOOD
roi_0057,DSCF1571-2.JPG,Daphne mezereum L.,Daphne,0.9643,378,Daphne cneorum L.,Daphne,0.0067,377,Daphne sericea Vahl,Daphne,0.0058,585,Noccaea rotundifolia (L.) Moench,Noccaea,0.0054,451,Viscaria alpina (L.) G.Don,Viscaria,0.0039,525,0.9643,0.9576,Daphne,Daphne,True,TIER_1_HIGH
roi_0058,DSCF1573-2.JPG,Cobaea scandens Cav.,Cobaea,0.7116,552,Dendrobium victoriae-reginae Loher,Dendrobium,0.0657,1042,Trifolium medium L.,Trifolium,0.0332,546,Freesia x hybrida L.H.Bailey,Freesia,0.0294,400,Lupinus polyphyllus Lindl.,Lupinus,0.0168,263,0.7116,0.6459,Cobaea,Dendrobium,False,TIER_2_GOOD
roi_0059,DSCF1573-2.JPG,Trifolium badium Schreb.,Trifolium,0.4927,549,Trifolium medium L.,Trifolium,0.0573,546,Trifolium alpestre L.,Trifolium,0.0253,520,Hypericum frondosum Michx.,Hypericum,0.0183,834,Hypericum prolificum L.,Hypericum,0.0106,747,0.4927,0.4354,Trifolium,Trifolium,True,TIER_3_GENUS_OK
roi_0060,DSCF1573-2.JPG,Trifolium alpestre L.,Trifolium,0.372,520,Trifolium purpureum Loisel.,Trifolium,0.1265,113,Trifolium pratense L.,Trifolium,0.0536,112,Trifolium incarnatum L.,Trifolium,0.051,104,Trifolium medium L.,Trifolium,0.0392,546,0.372,0.2455,Trifolium,Trifolium,True,TIER_4_LOW
roi_0061,DSCF1573-2.JPG,Freesia x hybrida L.H.Bailey,Freesia,0.1464,400,Trifolium badium Schreb.,Trifolium,0.0836,549,Trifolium alpestre L.,Trifolium,0.0482,520,Anemone pulsatilla L.,Anemone,0.0458,487,Lamium galeobdolon (L.) L.,Lamium,0.0323,172,0.1464,0.0628,Freesia,Trifolium,False,TIER_5_UNRELIABLE
roi_0062,DSCF1573-2.JPG,Lathraea clandestina L.,Lathraea,0.321,429,Lavandula angustifolia Mill.,Lavandula,0.0913,173,Fedia graciliflora Fisch. & C.A.Mey.,Fedia,0.0437,398,Freesia alba (G.L.Mey.) Grumbleton,Freesia,0.0279,551,Tradescantia virginiana L.,Tradescantia,0.026,519,0.321,0.2297,Lathraea,Lavandula,False,TIER_4_LOW
roi_0063,DSCF1575-2.JPG,Trifolium alpestre L.,Trifolium,0.5367,520,Cerbera manghas L.,Cerbera,0.0338,793,Trifolium fragiferum L.,Trifolium,0.0336,20,Trifolium medium L.,Trifolium,0.0276,546,Daphne laureola L.,Daphne,0.0258,141,0.5367,0.5028999999999999,Trifolium,Cerbera,False,TIER_3_MODERATE
roi_0064,DSCF1575-2.JPG,Pereskia grandifolia Haw.,Pereskia,0.1618,673,Cerbera manghas L.,Cerbera,0.1301,793,Anemone pulsatilla L.,Anemone,0.0832,487,Tradescantia x andersoniana F.Ludw. & Rohweder,Tradescantia,0.0591,518,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.0395,407,0.1618,0.0317,Pereskia,Cerbera,False,TIER_5_UNRELIABLE
roi_0065,DSCF1575-2.JPG,Trifolium alpestre L.,Trifolium,0.3359,520,Trifolium fragiferum L.,Trifolium,0.2953,20,Trifolium badium Schreb.,Trifolium,0.0701,549,Lathraea clandestina L.,Lathraea,0.0275,429,Cirsium tuberosum (L.) All.,Cirsium,0.0247,369,0.3359,0.0405999999999999,Trifolium,Trifolium,True,TIER_4_LOW
roi_0066,DSCF1575-2.JPG,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.1673,1056,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.1533,407,Cobaea scandens Cav.,Cobaea,0.0968,552,Wigandia caracasana Kunth,Wigandia,0.0638,178,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.0601,410,0.1673,0.014,Hebe,Hebe,True,TIER_5_UNRELIABLE
roi_0067,DSCF1575-2.JPG,Humulus lupulus L.,Humulus,0.5027,31,Trifolium fragiferum L.,Trifolium,0.1088,20,Lupinus polyphyllus Lindl.,Lupinus,0.0699,263,Trifolium alpestre L.,Trifolium,0.056,520,Phalaris canariensis L.,Phalaris,0.0259,213,0.5027,0.3939,Humulus,Trifolium,False,TIER_3_MODERATE
roi_0068,DSCF1575-2.JPG,Acalypha integrifolia Willd.,Acalypha,0.2598,682,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.1731,271,Vismia cayennensis (Jacq.) Pers.,Vismia,0.0976,607,Bonafousia undulata (Vahl) A.DC.,Bonafousia,0.088,617,Antirhea borbonica J.F.Gmel.,Antirhea,0.0706,674,0.2598,0.0866999999999999,Acalypha,Trachelospermum,False,TIER_4_LOW
roi_0069,DSCF1575-2.JPG,Lupinus arboreus Sims,Lupinus,0.1182,435,Lupinus angustifolius L.,Lupinus,0.1167,218,Lupinus polyphyllus Lindl.,Lupinus,0.1088,263,Crotalaria retusa L.,Crotalaria,0.0975,624,Lupinus luteus L.,Lupinus,0.0612,219,0.1182,0.0015,Lupinus,Lupinus,True,TIER_5_UNRELIABLE
roi_0073,DSCF8139-2.JPG,Alcea rosea L.,Alcea,0.8206,123,Morinda citrifolia L.,Morinda,0.0528,278,Hyoscyamus albus L.,Hyoscyamus,0.0282,138,Aralia spinosa L.,Aralia,0.0194,917,Daphne mezereum L.,Daphne,0.0144,378,0.8206,0.7678,Alcea,Morinda,False,TIER_1_HIGH
roi_0074,DSCF8139-2.JPG,Trifolium incarnatum L.,Trifolium,0.1121,104,Trifolium stellatum L.,Trifolium,0.0804,118,Hypericum pulchrum L.,Hypericum,0.0793,419,Ophrys apifera Huds.,Ophrys,0.0502,162,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0373,390,0.1121,0.0317,Trifolium,Trifolium,True,TIER_5_UNRELIABLE
roi_0077,DSCF8141-2.JPG,Pelargonium inquinans (L.) Aiton,Pelargonium,0.1205,483,Trifolium dubium Sibth.,Trifolium,0.0755,223,Pelargonium graveolens L'Hér.,Pelargonium,0.0712,2,Alocasia sanderiana W.Bull,Alocasia,0.0536,861,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0491,919,0.1205,0.045,Pelargonium,Trifolium,False,TIER_5_UNRELIABLE
roi_0079,DSCF8141-2.JPG,Hyoscyamus albus L.,Hyoscyamus,0.2117,138,Hyoscyamus niger L.,Hyoscyamus,0.0976,139,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0862,919,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0727,390,Triadica sebifera (L.) Small,Triadica,0.0555,296,0.2117,0.1141,Hyoscyamus,Hyoscyamus,True,TIER_4_LOW
roi_0080,DSCF8141-2.JPG,Sedum acre L.,Sedum,0.0817,46,Acalypha integrifolia Willd.,Acalypha,0.0581,682,Trifolium dubium Sibth.,Trifolium,0.0497,223,Thesium humifusum DC.,Thesium,0.0332,182,Danthonia decumbens (L.) DC.,Danthonia,0.0263,155,0.0817,0.0235999999999999,Sedum,Acalypha,False,TIER_5_UNRELIABLE
roi_0084,DSCF8145-2.JPG,Lupinus polyphyllus Lindl.,Lupinus,0.2758,263,Cucurbita moschata Duchesne,Cucurbita,0.1667,584,Hyoscyamus albus L.,Hyoscyamus,0.1073,138,Calendula officinalis L.,Calendula,0.0951,35,Calendula arvensis (Vaill.) L.,Calendula,0.0453,244,0.2758,0.1091,Lupinus,Cucurbita,False,TIER_4_LOW
roi_0093,DSCF8151-2.JPG,Chaerophyllum temulum L.,Chaerophyllum,0.368,144,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0948,390,Daucus carota L.,Daucus,0.0704,204,Aspilia mossambicensis (Oliv.) Wild,Aspilia,0.051,286,Myosoton aquaticum (L.) Moench,Myosoton,0.0393,170,0.368,0.2732,Chaerophyllum,Epipactis,False,TIER_4_LOW
roi_0098,DSCF8154-2.JPG,Acalypha integrifolia Willd.,Acalypha,0.4045,682,Mussaenda arcuata Poir.,Mussaenda,0.1552,668,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.1501,390,Geniostoma borbonicum (Lam.) Spreng.,Geniostoma,0.0251,663,Daphne mezereum L.,Daphne,0.0204,378,0.4045,0.2493,Acalypha,Mussaenda,False,TIER_3_MODERATE
roi_0105,DSCF8155-2.JPG,Phalaris minor Retz.,Phalaris,0.1923,214,Phalaris canariensis L.,Phalaris,0.1796,213,Lavandula angustifolia Mill.,Lavandula,0.0767,173,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0638,390,Lapsana communis L.,Lapsana,0.0454,245,0.1923,0.0126999999999999,Phalaris,Phalaris,True,TIER_5_UNRELIABLE
roi_0111,DSCF8157-2.JPG,Lapsana communis L.,Lapsana,0.1126,245,Trifolium repens L.,Trifolium,0.0698,226,Moehringia muscosa L.,Moehringia,0.0661,444,Phalaris minor Retz.,Phalaris,0.0512,214,Ophrys insectifera L.,Ophrys,0.0483,188,0.1126,0.0428,Lapsana,Trifolium,False,TIER_5_UNRELIABLE
roi_0113,DSCF8158-2.JPG,Haplophyton crooksii (L.D. Benson) L.D. Benson,Haplophyton,0.5021,956,Moehringia trinervia (L.) Clairv.,Moehringia,0.0573,34,Myosoton aquaticum (L.) Moench,Myosoton,0.036,170,Lapsana communis L.,Lapsana,0.0343,245,Trifolium campestre Schreb.,Trifolium,0.0244,100,0.5021,0.4448,Haplophyton,Moehringia,False,TIER_3_MODERATE
roi_0114,DSCF8158-2.JPG,Danthonia decumbens (L.) DC.,Danthonia,0.1145,155,Acacia heterophylla (Lam.) Willd.,Acacia,0.104,670,Antirhea borbonica J.F.Gmel.,Antirhea,0.0928,674,Acalypha integrifolia Willd.,Acalypha,0.0487,682,Sedum acre L.,Sedum,0.0301,46,0.1145,0.0105,Danthonia,Acacia,False,TIER_5_UNRELIABLE
roi_0119,DSCF8161-2.JPG,Daphne laureola L.,Daphne,0.335,141,Daphne gnidium L.,Daphne,0.1899,140,Schefflera arboricola (Hayata) Merr.,Schefflera,0.0585,694,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0466,390,Daphne mezereum L.,Daphne,0.0419,378,0.335,0.1451,Daphne,Daphne,True,TIER_4_LOW
roi_0120,DSCF8161-2.JPG,Aspilia mossambicensis (Oliv.) Wild,Aspilia,0.2842,286,Haplophyton crooksii (L.D. Benson) L.D. Benson,Haplophyton,0.2645,956,Myosoton aquaticum (L.) Moench,Myosoton,0.2393,170,Calendula arvensis L.,Calendula,0.0249,351,Calendula officinalis L.,Calendula,0.0247,35,0.2842,0.0196999999999999,Aspilia,Haplophyton,False,TIER_4_LOW
roi_0123,DSCF8163-2.JPG,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.4195,390,Myosoton aquaticum (L.) Moench,Myosoton,0.1587,170,Aspilia mossambicensis (Oliv.) Wild,Aspilia,0.1413,286,Pelargonium quinquelobatum Hochst. ex A. Rich.,Pelargonium,0.0579,281,Trifolium stellatum L.,Trifolium,0.038,118,0.4195,0.2608,Epipactis,Myosoton,False,TIER_3_MODERATE
roi_0128,DSC_0036.JPG,Sedum sediforme (Jacq.) Pau,Sedum,0.901,60,Angelica sylvestris L.,Angelica,0.043,495,Acacia mearnsii De Wild.,Acacia,0.0415,232,Pyracantha coccinea M.Roem.,Pyracantha,0.0058,499,Meum athamanticum Jacq.,Meum,0.0021,146,0.901,0.858,Sedum,Angelica,False,TIER_1_HIGH
roi_0130,DSC_5562[.jpg,Pyracantha coccinea M.Roem.,Pyracantha,0.2408,499,Holodiscus discolor (Pursh) Maxim.,Holodiscus,0.1997,501,Acacia caven (Molina) Molina,Acacia,0.1143,1023,Acacia baileyana F.Muell.,Acacia,0.0576,599,Hippophae rhamnoides L.,Hippophae,0.0424,412,0.2408,0.0411,Pyracantha,Holodiscus,False,TIER_4_LOW
roi_0131,DSC_5566.JPG,Acacia baileyana F.Muell.,Acacia,0.4356,599,Sedum dasyphyllum L.,Sedum,0.2442,54,Perovskia atriplicifolia Benth.,Perovskia,0.1192,576,Lamium maculatum L.,Lamium,0.0305,755,Acacia dealbata Link,Acacia,0.0211,230,0.4356,0.1914,Acacia,Sedum,False,TIER_3_MODERATE
roi_0132,DSC_5566.JPG,Acacia dealbata Link,Acacia,0.075,230,Cucurbita pepo L.,Cucurbita,0.0732,313,Sedum dasyphyllum L.,Sedum,0.0715,54,Sedum morganianum E.Walther,Sedum,0.0625,819,Cucurbita moschata Duchesne,Cucurbita,0.0527,584,0.075,0.0017999999999999,Acacia,Cucurbita,False,TIER_5_UNRELIABLE
