image,true_species,full_image_pred,full_image_conf,full_image_correct,roi_pred,roi_conf,roi_correct
DSC_8747.JPG,Trifolium campestre Schreb.,Nymphoides peltata (S.G.Gmel.) Kuntze,0.5385,False,Trifolium campestre Schreb.,0.411,True
DSC_8908.JPG,Alcea rosea L.,Barbarea vulgaris R.Br.,0.6636,False,Trifolium subterraneum L.,0.4301,False
DSC_8909.JPG,Narthecium ossifragum (L.) Huds.,Centranthus ruber (L.) DC.,0.9759,False,Acacia heterophylla (Lam.) Willd.,0.1223,False
DSC_8910.JPG,Sedum acre L.,Centranthus ruber (L.) DC.,0.8852,False,Sedum acre L.,0.6328,True
DSC_8915.JPG,Punica granatum L.,Pyracantha coccinea M.Roem.,0.2167,False,Punica granatum L.,0.6395,True
DSC_8926.JPG,Duchesnea indica (Andrews) Teschem.,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",0.9105,False,Duchesnea indica (Andrews) Teschem.,0.8484,True
DSC_8927.JPG,Fragaria vesca L.,Lithodora fruticosa (L.) Griseb.,0.3321,False,Fragaria vesca L.,0.8713,True
DSC_8932.JPG,Barbarea vulgaris R.Br.,Barbarea vulgaris R.Br.,0.702,True,Trifolium dubium Sibth.,0.4473,False
DSC_8934.JPG,Daphne cneorum L.,Daphne cneorum L.,0.3488,True,Daphne cneorum L.,0.9918,True
DSC_8936.JPG,Anemone pulsatilla L.,Pelargonium peltatum (L.) Aiton,0.3701,False,Pelargonium inquinans (L.) Aiton,0.3368,False
DSC_8938.JPG,Anemone pulsatilla L.,Daphne cneorum L.,0.4092,False,Daphne cneorum L.,0.8694,False
DSC_8940.JPG,Punica granatum L.,Noccaea rotundifolia (L.) Moench,0.8546,False,Punica granatum L.,0.6412,True
DSC_8943.JPG,Sedum acre L.,Sedum acre L.,0.0907,True,Barbarea vulgaris R.Br.,0.2719,False
DSC_8945.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora fruticosa (L.) Griseb.,0.2296,True,Lithodora fruticosa (L.) Griseb.,0.6484,True
DSC_8946.JPG,Lithodora fruticosa (L.) Griseb.,Lavandula angustifolia Mill.,0.881,False,Lithodora fruticosa (L.) Griseb.,0.7466,True
DSC_8947.JPG,Lupinus angustifolius L.,Lavandula angustifolia Mill.,0.4567,False,Daphne striata Tratt.,0.5946,False
DSC_8948.JPG,Barbarea vulgaris R.Br.,Cenchrus setaceus (Forssk.) Morrone,0.5328,False,Zamioculcas zamiifolia (Lodd.) Engl.,0.1887,False
DSC_8958.JPG,Elodea canadensis Michx.,Acacia dealbata Link,0.1811,False,Elodea canadensis Michx.,0.6583,True
DSC_8962.JPG,Pancratium maritimum L.,Pancratium maritimum L.,0.7753,True,Daphne laureola L.,0.2476,False
DSC_8978.JPG,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium nanum (L.) Schrad. ex Gaudin,0.5221,True,Guaiacum officinale L.,0.1073,False
DSC_8979.JPG,Barbarea vulgaris R.Br.,Sedum acre L.,0.8203,False,Barbarea vulgaris R.Br.,0.8651,True
E. heracleoides.JPG,Sedum sediforme (Jacq.) Pau,Angelica sylvestris L.,0.4112,False,Sedum sediforme (Jacq.) Pau,0.7119,True
E. umbellatum var. stellatum-1.JPG,Clethra alnifolia L.,Angelica sylvestris L.,0.659,False,Acacia mearnsii De Wild.,0.4849,False
E. umbellatum var. stellatum[2].JPG,Mercurialis annua L.,Angelica sylvestris L.,0.3893,False,Mercurialis annua L.,0.646,True
E.umbellatum var. bahiiforme.JPG,Angelica archangelica L.,Barbarea vulgaris R.Br.,0.3184,False,Sedum kamtschaticum Fisch. & C.A.Mey.,0.4676,False
P3240023.JPG m.jpg,Daucus carota L.,Anemone alpina L.,0.4882,False,Sedum album L.,0.3181,False
P4240129-2.JPG,Cirsium vulgare (Savi) Ten.,Cirsium eriophorum (L.) Scop.,0.5935,False,Cirsium arvense (L.) Scop.,0.0843,False
P4240142-2.JPG,Myosoton aquaticum (L.) Moench,Myosoton aquaticum (L.) Moench,0.6854,True,Myosoton aquaticum (L.) Moench,0.6652,True
P4240150-2.JPG,Alliaria petiolata (M.Bieb.) Cavara & Grande,Anemone nemorosa L.,0.4927,False,Alliaria petiolata (M.Bieb.) Cavara & Grande,0.909,True
P4240177-2.JPG,Thapsia villosa L.,Thapsia villosa L.,0.8837,True,Thapsia villosa L.,0.8802,True
P4260010-2.JPG,Helminthotheca echioides (L.) Holub,Thapsia villosa L.,0.2446,False,Helminthotheca echioides (L.) Holub,0.6914,True
P4260046-2(S).JPG,Calendula officinalis L.,Calendula officinalis L.,0.9098,True,Calendula officinalis L.,0.9091,True
P4260067-2.JPG,Lamium purpureum L.,Hyoscyamus albus L.,0.9047,False,Lamium purpureum L.,0.8051,True
