roi_id,source_image,pred1_species,pred1_genus,pred1_conf,pred1_class_idx,pred2_species,pred2_genus,pred2_conf,pred2_class_idx,pred3_species,pred3_genus,pred3_conf,pred3_class_idx,pred4_species,pred4_genus,pred4_conf,pred4_class_idx,pred5_species,pred5_genus,pred5_conf,pred5_class_idx,top1_confidence,top1_top2_gap,top1_genus,top2_genus,genus_agreement,confidence_tier
roi_0022,DSCF1486-2.JPG,Nandina domestica Thunb.,Nandina,0.4528,706,Mussaenda philippica A.Rich.,Mussaenda,0.081,853,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0535,483,Punica granatum L.,Punica,0.043,122,Hypericum perforatum L.,Hypericum,0.0374,11,0.4528,0.3717999999999999,Nandina,Mussaenda,False,TIER_3_MODERATE
roi_0023,DSCF1487-2.JPG,Calycanthus floridus L.,Calycanthus,0.9041,564,Punica granatum L.,Punica,0.0122,122,Calycanthus occidentalis Hook. & Arn.,Calycanthus,0.0117,815,Loropetalum chinense (R. Br.) Oliv.,Loropetalum,0.0086,833,Aphelandra sinclairiana Nees,Aphelandra,0.0069,870,0.9041,0.8919,Calycanthus,Punica,False,TIER_1_HIGH
roi_0025,DSCF1504-2.JPG,Punica granatum L.,Punica,0.9737,122,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0116,483,Pelargonium peltatum (L.) L'Hér.,Pelargonium,0.0026,6,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0016,919,Daphne cneorum L.,Daphne,0.001,377,0.9737,0.9621,Punica,Pelargonium,False,TIER_1_HIGH
roi_0026,DSCF1504-2.JPG,Punica granatum L.,Punica,0.9997,122,Pereskia bleo (Kunth) DC.,Pereskia,0.0001,633,Papaver somniferum L.,Papaver,0.0001,203,Calendula officinalis L.,Calendula,0.0,35,Alcea rosea L.,Alcea,0.0,123,0.9997,0.9996,Punica,Pereskia,False,TIER_1_HIGH
roi_0027,DSCF1505-2.JPG,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.2723,8,Punica granatum L.,Punica,0.2197,122,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.1881,919,Pelargonium × hortorum L.H. Bailey,Pelargonium,0.1334,1017,Pelargonium inquinans (L.) Aiton,Pelargonium,0.1021,483,0.2723,0.0525999999999999,Pelargonium,Punica,False,TIER_4_LOW
roi_0029,DSCF1506-2.JPG,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.4392,919,Pelargonium × hortorum L.H. Bailey,Pelargonium,0.1936,1017,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.1078,8,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0879,483,Pelargonium x hortorum L.H. Bailey,Pelargonium,0.0612,832,0.4392,0.2455999999999999,Pelargonium,Pelargonium,True,TIER_3_GENUS_OK
roi_0032,DSCF1511-2.JPG,Calendula officinalis L.,Calendula,0.7741,35,Calycanthus floridus L.,Calycanthus,0.048,564,Calendula arvensis L.,Calendula,0.0419,351,Papaver somniferum L.,Papaver,0.0381,203,Freesia x hybrida L.H.Bailey,Freesia,0.0256,400,0.7741,0.7261,Calendula,Calycanthus,False,TIER_2_GOOD
roi_0034,DSCF1512-2.JPG,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.2524,8,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.2117,919,Pelargonium inquinans (L.) Aiton,Pelargonium,0.195,483,Pelargonium × hortorum L.H. Bailey,Pelargonium,0.1072,1017,Punica granatum L.,Punica,0.0827,122,0.2524,0.0407,Pelargonium,Pelargonium,True,TIER_4_LOW
roi_0035,DSCF1532-2.JPG,Punica granatum L.,Punica,0.7939,122,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.1098,271,Pyracantha coccinea M.Roem.,Pyracantha,0.0455,499,Zamioculcas zamiifolia (Lodd.) Engl.,Zamioculcas,0.0135,322,Petiveria alliacea L.,Petiveria,0.0048,297,0.7939,0.6841,Punica,Trachelospermum,False,TIER_2_GOOD
roi_0036,DSCF1532-2.JPG,Punica granatum L.,Punica,0.1814,122,Calendula officinalis L.,Calendula,0.1702,35,Humulus lupulus L.,Humulus,0.0963,31,Freesia x hybrida L.H.Bailey,Freesia,0.0889,400,Guizotia abyssinica (L.f.) Cass.,Guizotia,0.0399,406,0.1814,0.0112,Punica,Calendula,False,TIER_5_UNRELIABLE
roi_0037,DSCF1541-2.JPG,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.4037,919,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.3339,8,Pelargonium inquinans (L.) Aiton,Pelargonium,0.1446,483,Pelargonium × hortorum L.H. Bailey,Pelargonium,0.0668,1017,Pelargonium x hortorum L.H. Bailey,Pelargonium,0.0173,832,0.4037,0.0698,Pelargonium,Pelargonium,True,TIER_3_GENUS_OK
roi_0038,DSCF1560-2.JPG,Trifolium pratense L.,Trifolium,0.1675,112,Trifolium medium L.,Trifolium,0.1484,546,Trifolium resupinatum L.,Trifolium,0.0905,114,Daphne odora Thunb.,Daphne,0.0713,860,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.0655,407,0.1675,0.0191,Trifolium,Trifolium,True,TIER_5_UNRELIABLE
roi_0039,DSCF1560-2.JPG,Trifolium pratense L.,Trifolium,0.2409,112,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.1013,919,Viscaria alpina (L.) G.Don,Viscaria,0.072,525,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.0564,410,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.0498,8,0.2409,0.1396,Trifolium,Pelargonium,False,TIER_4_LOW
roi_0040,DSCF1560-2.JPG,Daphne cneorum L.,Daphne,0.3293,377,Daphne striata Tratt.,Daphne,0.3047,379,Daphne odora Thunb.,Daphne,0.0565,860,Hebe brachysiphon Summerh.,Hebe,0.0409,408,Noccaea rotundifolia (L.) Moench,Noccaea,0.0375,451,0.3293,0.0245999999999999,Daphne,Daphne,True,TIER_4_LOW
roi_0041,DSCF1560-2.JPG,Centranthus ruber (L.) DC.,Centranthus,0.1316,240,Daphne odora Thunb.,Daphne,0.0906,860,Hypericum calycinum L.,Hypericum,0.073,413,Trifolium pratense L.,Trifolium,0.0608,112,Lamium purpureum L.,Lamium,0.0563,84,0.1316,0.0409999999999999,Centranthus,Daphne,False,TIER_5_UNRELIABLE
roi_0042,DSCF1560-2.JPG,Daphne cneorum L.,Daphne,0.3186,377,Trifolium pratense L.,Trifolium,0.1773,112,Daphne striata Tratt.,Daphne,0.1258,379,Viscaria alpina (L.) G.Don,Viscaria,0.0529,525,Trifolium resupinatum L.,Trifolium,0.0478,114,0.3186,0.1412999999999999,Daphne,Trifolium,False,TIER_4_LOW
roi_0043,DSCF1560-2.JPG,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.3915,410,Daphne odora Thunb.,Daphne,0.3894,860,Daphne striata Tratt.,Daphne,0.0608,379,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.0264,1056,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.025,407,0.3915,0.0020999999999999,Hebe,Daphne,False,TIER_4_LOW
roi_0044,DSCF1563-2.JPG,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.4844,271,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.1671,407,Loropetalum chinense (R. Br.) Oliv.,Loropetalum,0.1579,833,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.0541,410,Pereskia grandifolia Haw.,Pereskia,0.0227,673,0.4844,0.3173,Trachelospermum,Hebe,False,TIER_3_MODERATE
roi_0045,DSCF1563-2.JPG,Trifolium pratense L.,Trifolium,0.6191,112,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.0494,407,Trifolium medium L.,Trifolium,0.047,546,Hypericum calycinum L.,Hypericum,0.0329,413,Trifolium tomentosum L.,Trifolium,0.0313,121,0.6191,0.5697,Trifolium,Hebe,False,TIER_2_GOOD
roi_0046,DSCF1563-2.JPG,Trifolium badium Schreb.,Trifolium,0.523,549,Trifolium medium L.,Trifolium,0.1646,546,Trifolium pratense L.,Trifolium,0.1037,112,Trifolium fragiferum L.,Trifolium,0.0729,20,Trifolium dubium Sibth.,Trifolium,0.0358,223,0.523,0.3584,Trifolium,Trifolium,True,TIER_3_GENUS_OK
roi_0047,DSCF1563-2.JPG,Daphne cneorum L.,Daphne,0.6141,377,Daphne striata Tratt.,Daphne,0.1242,379,Daphne odora Thunb.,Daphne,0.0684,860,Viscaria alpina (L.) G.Don,Viscaria,0.0545,525,Rhodothamnus chamaecistus (L.) Rchb.,Rhodothamnus,0.0219,588,0.6141,0.4899,Daphne,Daphne,True,TIER_2_GOOD
roi_0050,DSCF1564-2.JPG,Calycanthus floridus L.,Calycanthus,0.539,564,Trifolium medium L.,Trifolium,0.2655,546,Trifolium pratense L.,Trifolium,0.0501,112,Pereskia grandifolia Haw.,Pereskia,0.0294,673,Mertensia virginica (L.) Pers. ex Link,Mertensia,0.0122,766,0.539,0.2735,Calycanthus,Trifolium,False,TIER_3_MODERATE
roi_0051,DSCF1564-2.JPG,Trifolium pratense L.,Trifolium,0.3281,112,Trifolium badium Schreb.,Trifolium,0.2411,549,Trifolium medium L.,Trifolium,0.163,546,Trifolium dubium Sibth.,Trifolium,0.1567,223,Trifolium fragiferum L.,Trifolium,0.0776,20,0.3281,0.087,Trifolium,Trifolium,True,TIER_4_LOW
roi_0054,DSCF1564-2.JPG,Daphne cneorum L.,Daphne,0.2172,377,Daphne striata Tratt.,Daphne,0.1939,379,Daphne odora Thunb.,Daphne,0.1579,860,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.1447,410,Hebe brachysiphon Summerh.,Hebe,0.139,408,0.2172,0.0233,Daphne,Daphne,True,TIER_4_LOW
roi_0055,DSCF1571-2.JPG,Trifolium pratense L.,Trifolium,0.4479,112,Trifolium medium L.,Trifolium,0.3877,546,Cobaea scandens Cav.,Cobaea,0.0611,552,Trifolium alpestre L.,Trifolium,0.0481,520,Calycanthus floridus L.,Calycanthus,0.0175,564,0.4479,0.0602,Trifolium,Trifolium,True,TIER_3_GENUS_OK
roi_0056,DSCF1571-2.JPG,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.5826,556,Viscaria alpina (L.) G.Don,Viscaria,0.2237,525,Trifolium pratense L.,Trifolium,0.0582,112,Papaver somniferum L.,Papaver,0.0565,203,Trifolium alpestre L.,Trifolium,0.0119,520,0.5826,0.3589,Neotinea,Viscaria,False,TIER_3_MODERATE
roi_0057,DSCF1571-2.JPG,Daphne mezereum L.,Daphne,0.3812,378,Daphne odora Thunb.,Daphne,0.0441,860,Centranthus ruber (L.) DC.,Centranthus,0.037,240,Rhodothamnus chamaecistus (L.) Rchb.,Rhodothamnus,0.0351,588,Daphne striata Tratt.,Daphne,0.0333,379,0.3812,0.3370999999999999,Daphne,Daphne,True,TIER_4_LOW
roi_0058,DSCF1573-2.JPG,Cobaea scandens Cav.,Cobaea,0.8282,552,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.0309,556,Freesia refracta (Jacq.) Klatt,Freesia,0.0229,189,Dendrobium victoriae-reginae Loher,Dendrobium,0.0213,1042,Papaver somniferum L.,Papaver,0.0163,203,0.8282,0.7973,Cobaea,Neotinea,False,TIER_1_HIGH
roi_0059,DSCF1573-2.JPG,Calycanthus floridus L.,Calycanthus,0.9039,564,Cerbera manghas L.,Cerbera,0.0359,793,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0232,640,Calycanthus occidentalis Hook. & Arn.,Calycanthus,0.0085,815,Mussaenda philippica A. Rich.,Mussaenda,0.0065,301,0.9039,0.868,Calycanthus,Cerbera,False,TIER_1_HIGH
roi_0060,DSCF1573-2.JPG,Trifolium alpestre L.,Trifolium,0.4801,520,Trifolium incarnatum L.,Trifolium,0.1847,104,Trifolium pratense L.,Trifolium,0.1837,112,Trifolium badium Schreb.,Trifolium,0.0179,549,Cirsium tuberosum (L.) All.,Cirsium,0.0116,369,0.4801,0.2954,Trifolium,Trifolium,True,TIER_3_GENUS_OK
roi_0061,DSCF1573-2.JPG,Trifolium badium Schreb.,Trifolium,0.1642,549,Trifolium repens L.,Trifolium,0.1058,226,Trifolium alpinum L.,Trifolium,0.0606,521,Calycanthus floridus L.,Calycanthus,0.0548,564,Papaver somniferum L.,Papaver,0.0523,203,0.1642,0.0584,Trifolium,Trifolium,True,TIER_5_UNRELIABLE
roi_0062,DSCF1573-2.JPG,Trifolium pratense L.,Trifolium,0.8804,112,Trifolium alpinum L.,Trifolium,0.0438,521,Trifolium hybridum L.,Trifolium,0.0209,103,Trifolium medium L.,Trifolium,0.0134,546,Trifolium fragiferum L.,Trifolium,0.0102,20,0.8804,0.8366,Trifolium,Trifolium,True,TIER_1_HIGH
roi_0063,DSCF1575-2.JPG,Pereskia grandifolia Haw.,Pereskia,0.102,673,Calycanthus floridus L.,Calycanthus,0.084,564,Daphne laureola L.,Daphne,0.0791,141,Daphne mezereum L.,Daphne,0.067,378,Antirhea borbonica J.F.Gmel.,Antirhea,0.0506,674,0.102,0.0179999999999999,Pereskia,Calycanthus,False,TIER_5_UNRELIABLE
roi_0064,DSCF1575-2.JPG,Cobaea scandens Cav.,Cobaea,0.6826,552,Pereskia grandifolia Haw.,Pereskia,0.0816,673,Calycanthus floridus L.,Calycanthus,0.0611,564,Pongamia pinnata (L.) Pierre,Pongamia,0.0165,678,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0157,640,0.6826,0.601,Cobaea,Pereskia,False,TIER_2_GOOD
roi_0065,DSCF1575-2.JPG,Daphne mezereum L.,Daphne,0.0896,378,Trifolium badium Schreb.,Trifolium,0.0693,549,Trifolium tomentosum L.,Trifolium,0.0532,121,Daphne sericea Vahl,Daphne,0.0523,585,Lupinus polyphyllus Lindl.,Lupinus,0.0507,263,0.0896,0.0203,Daphne,Trifolium,False,TIER_5_UNRELIABLE
roi_0066,DSCF1575-2.JPG,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.2343,556,Centranthus ruber (L.) DC.,Centranthus,0.1055,240,"Neotinea lactea (Poir.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.0619,447,Daphne odora Thunb.,Daphne,0.0368,860,Centranthus angustifolius (Mill.) DC.,Centranthus,0.032,184,0.2343,0.1288,Neotinea,Centranthus,False,TIER_4_LOW
roi_0067,DSCF1575-2.JPG,Trifolium badium Schreb.,Trifolium,0.2741,549,Trifolium campestre Schreb.,Trifolium,0.2245,100,Trifolium dubium Sibth.,Trifolium,0.1354,223,Ophrys fuciflora (F.W.Schmidt) Moench,Ophrys,0.0671,461,Erycina pusilla (L.) N.H.Williams & M.W.Chase,Erycina,0.0339,1043,0.2741,0.0496,Trifolium,Trifolium,True,TIER_4_LOW
roi_0068,DSCF1575-2.JPG,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.9166,271,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0249,640,Schefflera actinophylla Harms,Schefflera,0.0208,590,Daphne laureola L.,Daphne,0.0054,141,Alocasia sanderiana W.Bull,Alocasia,0.0029,861,0.9166,0.8916999999999999,Trachelospermum,Cryptostegia,False,TIER_1_HIGH
roi_0069,DSCF1575-2.JPG,Daphne laureola L.,Daphne,0.2904,141,Cerbera manghas L.,Cerbera,0.2213,793,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.1065,640,Pereskia grandifolia Haw.,Pereskia,0.0673,673,Hypericum calycinum L.,Hypericum,0.0574,413,0.2904,0.0691,Daphne,Cerbera,False,TIER_4_LOW
roi_0073,DSCF8139-2.JPG,Garrya elliptica Douglas ex Lindl.,Garrya,0.6335,829,Acalypha crenata Hochst. ex A. Rich.,Acalypha,0.1836,290,Alcea rosea L.,Alcea,0.1312,123,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0073,390,Mercurialis annua L.,Mercurialis,0.0045,9,0.6335,0.4498999999999999,Garrya,Acalypha,False,TIER_2_GOOD
roi_0074,DSCF8139-2.JPG,Pelargonium tomentosum Jacq.,Pelargonium,0.1993,1019,Trifolium stellatum L.,Trifolium,0.1257,118,Trifolium subterraneum L.,Trifolium,0.0809,120,Trifolium dubium Sibth.,Trifolium,0.0791,223,Centranthus calcitrapae (L.) Dufr.,Centranthus,0.0732,149,0.1993,0.0736,Pelargonium,Trifolium,False,TIER_5_UNRELIABLE
roi_0077,DSCF8141-2.JPG,Centranthus calcitrapae (L.) Dufr.,Centranthus,0.4535,149,Hypericum australe Ten.,Hypericum,0.0438,69,Pelargonium glechomoides A. Rich.,Pelargonium,0.0423,282,Trifolium stellatum L.,Trifolium,0.0419,118,Lamium amplexicaule L.,Lamium,0.0313,16,0.4535,0.4097,Centranthus,Hypericum,False,TIER_3_MODERATE
roi_0079,DSCF8141-2.JPG,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.4082,919,Morinda citrifolia L.,Morinda,0.1868,278,Hyoscyamus albus L.,Hyoscyamus,0.0848,138,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0346,390,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.0295,8,0.4082,0.2214,Pelargonium,Morinda,False,TIER_3_MODERATE
roi_0080,DSCF8141-2.JPG,Daphne laureola L.,Daphne,0.7967,141,Lactuca serriola L.,Lactuca,0.0278,248,Trifolium dubium Sibth.,Trifolium,0.0115,223,Hypericum perforatum L.,Hypericum,0.007,11,Centranthus ruber (L.) DC.,Centranthus,0.007,240,0.7967,0.7688999999999999,Daphne,Lactuca,False,TIER_2_GOOD
roi_0084,DSCF8145-2.JPG,Hyoscyamus albus L.,Hyoscyamus,0.8045,138,Cucurbita pepo L.,Cucurbita,0.0965,313,Cucurbita moschata Duchesne,Cucurbita,0.0451,584,Hyoscyamus niger L.,Hyoscyamus,0.0161,139,Cucurbita maxima Duchesne,Cucurbita,0.0086,371,0.8045,0.708,Hyoscyamus,Cucurbita,False,TIER_1_HIGH
roi_0093,DSCF8151-2.JPG,Centranthus calcitrapae (L.) Dufr.,Centranthus,0.4416,149,Pelargonium sidoides DC.,Pelargonium,0.3365,1018,Chaerophyllum temulum L.,Chaerophyllum,0.0317,144,Macrosyringion longiflorum (Vohl) Rothm.,Macrosyringion,0.026,329,Schkuhria pinnata (Lam.) Thell.,Schkuhria,0.0224,288,0.4416,0.1050999999999999,Centranthus,Pelargonium,False,TIER_3_MODERATE
roi_0098,DSCF8154-2.JPG,Daphne mezereum L.,Daphne,0.288,378,Pelargonium sidoides DC.,Pelargonium,0.1358,1018,Petiveria alliacea L.,Petiveria,0.0776,297,Punica granatum L.,Punica,0.0668,122,Acalypha integrifolia Willd.,Acalypha,0.0571,682,0.288,0.1521999999999999,Daphne,Pelargonium,False,TIER_4_LOW
roi_0105,DSCF8155-2.JPG,Daucus carota L.,Daucus,0.4179,204,Lavandula stoechas L.,Lavandula,0.1528,88,Lavandula latifolia Medik.,Lavandula,0.0614,432,Phalaris arundinacea L.,Phalaris,0.049,212,Lavandula angustifolia Mill.,Lavandula,0.0366,173,0.4179,0.2651,Daucus,Lavandula,False,TIER_3_MODERATE
roi_0111,DSCF8157-2.JPG,Lapsana communis L.,Lapsana,0.1718,245,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.0884,390,Chaerophyllum temulum L.,Chaerophyllum,0.0577,144,Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria,0.052,402,Macrosyringion longiflorum (Vohl) Rothm.,Macrosyringion,0.0508,329,0.1718,0.0834,Lapsana,Epipactis,False,TIER_5_UNRELIABLE
roi_0113,DSCF8158-2.JPG,Lamium galeobdolon (L.) L.,Lamium,0.5352,172,Ophrys apifera Huds.,Ophrys,0.0323,162,Hyoscyamus niger L.,Hyoscyamus,0.026,139,Epipactis muelleri Godfery,Epipactis,0.013,391,Trifolium campestre Schreb.,Trifolium,0.0127,100,0.5352,0.5029,Lamium,Ophrys,False,TIER_3_MODERATE
roi_0114,DSCF8158-2.JPG,Trifolium arvense L.,Trifolium,0.0857,98,Myosurus minimus L.,Myosurus,0.0813,237,Meum athamanticum Jacq.,Meum,0.0734,146,Trifolium dubium Sibth.,Trifolium,0.0528,223,Trifolium angustifolium L.,Trifolium,0.0446,97,0.0857,0.0044,Trifolium,Myosurus,False,TIER_5_UNRELIABLE
roi_0119,DSCF8161-2.JPG,Schefflera arboricola (Hayata) Merr.,Schefflera,0.3912,694,Daphne gnidium L.,Daphne,0.0784,140,Pelargonium sidoides DC.,Pelargonium,0.0453,1018,Sedum rupestre L.,Sedum,0.0426,187,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.0375,271,0.3912,0.3127999999999999,Schefflera,Daphne,False,TIER_4_LOW
roi_0120,DSCF8161-2.JPG,Moehringia trinervia (L.) Clairv.,Moehringia,0.2301,34,Myosoton aquaticum (L.) Moench,Myosoton,0.1407,170,Calendula arvensis L.,Calendula,0.0666,351,Epipactis phyllanthes G.E.Sm.,Epipactis,0.066,393,Calendula officinalis L.,Calendula,0.0499,35,0.2301,0.0894,Moehringia,Myosoton,False,TIER_4_LOW
roi_0123,DSCF8163-2.JPG,Pelargonium sidoides DC.,Pelargonium,0.4533,1018,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.1162,390,Petiveria alliacea L.,Petiveria,0.097,297,Smilax aspera L.,Smilax,0.0579,205,Centranthus calcitrapae (L.) Dufr.,Centranthus,0.0539,149,0.4533,0.3370999999999999,Pelargonium,Epipactis,False,TIER_3_MODERATE
roi_0128,DSC_0036.JPG,Acacia mearnsii De Wild.,Acacia,0.4185,232,Sedum sediforme (Jacq.) Pau,Sedum,0.3579,60,Meum athamanticum Jacq.,Meum,0.1264,146,Pyracantha coccinea M.Roem.,Pyracantha,0.0366,499,Angelica sylvestris L.,Angelica,0.019,495,0.4185,0.0605999999999999,Acacia,Sedum,False,TIER_3_MODERATE
roi_0130,DSC_5562[.jpg,Sedum acre L.,Sedum,0.1847,46,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.1295,538,Acacia caven (Molina) Molina,Acacia,0.0867,1023,Sedum album L.,Sedum,0.0823,47,Aralia elata (Miq.) Seem.,Aralia,0.0555,568,0.1847,0.0552,Sedum,Eritrichium,False,TIER_5_UNRELIABLE
roi_0131,DSC_5566.JPG,Lavandula angustifolia Mill.,Lavandula,0.2949,173,Perovskia atriplicifolia Benth.,Perovskia,0.2875,576,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.0906,537,Papaver somniferum L.,Papaver,0.0234,203,Lamium maculatum L.,Lamium,0.0202,755,0.2949,0.0074,Lavandula,Perovskia,False,TIER_4_LOW
roi_0132,DSC_5566.JPG,Cucurbita moschata Duchesne,Cucurbita,0.3067,584,Cucurbita pepo L.,Cucurbita,0.2367,313,Acacia dealbata Link,Acacia,0.0796,230,Daucus carota L.,Daucus,0.0754,204,Liriodendron tulipifera L.,Liriodendron,0.0597,434,0.3067,0.0699999999999999,Cucurbita,Cucurbita,True,TIER_4_LOW
