roi_id,source_image,final_species,final_genus,label_source,label_confidence,confidence_tier,top1_confidence
roi_0178,DSC_5779.JPG,Casuarina cunninghamiana Miq.,Casuarina,good_confidence_local,high,TIER_2_GOOD,0.6006
roi_0179,DSC_578325151.JPG,Punica sp. (uncertain),Punica,local_uncertain,low,TIER_3_MODERATE,0.4049
roi_0180,DSC_5783sds.JPG,Acacia dealbata Link,Acacia,high_confidence_local,high,TIER_1_HIGH,0.8867
roi_0181,DSC_5783sds.JPG,Thapsia villosa L.,Thapsia,good_confidence_local,high,TIER_2_GOOD,0.6802
roi_0182,DSC_839222.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.1193
roi_0183,DSC_8392666.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_4_LOW,0.28
roi_0184,DSC_8394124.JPG,Acacia dealbata Link,Acacia,high_confidence_local,high,TIER_1_HIGH,0.9724
roi_0185,DSC_8394124.JPG,Sedum acre L.,Sedum,good_confidence_local,high,TIER_2_GOOD,0.729
roi_0186,DSC_8394124.JPG,Dalbergia sp. (uncertain),Dalbergia,local_uncertain,low,TIER_5_UNRELIABLE,0.1118
roi_0187,DSC_8400.JPG,Anemone hepatica L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.927
roi_0188,DSC_8400.JPG,Anemone hepatica L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9967
roi_0189,DSC_8404.JPG,Mercurialis perennis L.,Mercurialis,good_confidence_local,high,TIER_2_GOOD,0.7351
roi_0191,DSC_8404.JPG,Kniphofia uvaria (L.) Hook.,Kniphofia,high_confidence_local,high,TIER_1_HIGH,0.8818
roi_0194,DSC_8407.JPG,Calendula sp. (uncertain),Calendula,local_uncertain,low,TIER_4_LOW,0.3867
roi_0195,DSC_8407.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_4_LOW,0.2278
roi_0197,DSC_8408.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_4_LOW,0.204
roi_0198,DSC_8408.JPG,Lavandula sp. (uncertain),Lavandula,local_uncertain,low,TIER_4_LOW,0.2605
roi_0204,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9628
roi_0205,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9046
roi_0206,DSC_8626.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_5_UNRELIABLE,0.1633
roi_0207,DSC_8626.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_GENUS_OK,0.4933
roi_0208,DSC_8626.JPG,Lamium sp. (uncertain),Lamium,local_uncertain,low,TIER_4_LOW,0.2883
roi_0210,DSC_8628.JPG,Anemone alpina L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9595
roi_0211,DSC_8630.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.1032
roi_0212,DSC_8630.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_5_UNRELIABLE,0.0955
roi_0213,DSC_8630.JPG,Anemone alpina L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9789
roi_0214,DSC_8634.JPG,Anemone alpina L.,Anemone,good_confidence_local,high,TIER_2_GOOD,0.6341
roi_0215,DSC_8635.JPG,Alocasia sp. (uncertain),Alocasia,local_uncertain,low,TIER_5_UNRELIABLE,0.0966
roi_0217,DSC_8636.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.2628
roi_0218,DSC_8636.JPG,Lamium maculatum (L.) L.,Lamium,good_confidence_local,high,TIER_2_GOOD,0.7455
roi_0219,DSC_8636.JPG,Papaver alpinum L.,Papaver,high_confidence_local,high,TIER_1_HIGH,0.8657
roi_0220,DSC_8636.JPG,Papaver alpinum L.,Papaver,high_confidence_local,high,TIER_1_HIGH,0.9029
roi_0221,DSC_8636.JPG,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,good_confidence_local,high,TIER_2_GOOD,0.7974
roi_0222,DSC_8636.JPG,Papaver alpinum L.,Papaver,high_confidence_local,high,TIER_1_HIGH,0.9833
roi_0223,DSC_8636.JPG,Anemone pulsatilla L.,Anemone,good_confidence_local,high,TIER_2_GOOD,0.7244
roi_0224,DSC_8636.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_4_LOW,0.266
roi_0225,DSC_8636.JPG,Lamium sp. (uncertain),Lamium,local_uncertain,low,TIER_4_LOW,0.2139
roi_0226,DSC_8637.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_MODERATE,0.4242
roi_0231,DSC_8637.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_GENUS_OK,0.5994
roi_0233,DSC_8637.JPG,Freesia sp. (uncertain),Freesia,local_uncertain,low,TIER_4_LOW,0.2734
roi_0236,DSC_8638.JPG,Tradescantia sp. (uncertain),Tradescantia,local_uncertain,low,TIER_3_GENUS_OK,0.5262
roi_0237,DSC_8638.JPG,Anemone vernalis L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.905
roi_0238,DSC_8638.JPG,Lamium sp. (uncertain),Lamium,local_uncertain,low,TIER_4_LOW,0.2287
roi_0239,DSC_8638.JPG,Tradescantia sp. (uncertain),Tradescantia,local_uncertain,low,TIER_4_LOW,0.2213
roi_0240,DSC_8638.JPG,Cirsium sp. (uncertain),Cirsium,local_uncertain,low,TIER_5_UNRELIABLE,0.0599
roi_0242,DSC_8638.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.3726
roi_0244,DSC_8639.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_3_MODERATE,0.5369
roi_0245,DSC_8639.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_3_MODERATE,0.4208
roi_0246,DSC_8639.JPG,Papaver alpinum L.,Papaver,good_confidence_local,high,TIER_2_GOOD,0.7414
roi_0249,DSC_8639.JPG,Lamium sp. (uncertain),Lamium,local_uncertain,low,TIER_5_UNRELIABLE,0.182
roi_0251,DSC_8639.JPG,Nymphaea sp. (uncertain),Nymphaea,local_uncertain,low,TIER_3_MODERATE,0.4699
roi_0252,DSC_8639.JPG,Lamium sp. (uncertain),Lamium,local_uncertain,low,TIER_4_LOW,0.3634
roi_0253,DSC_8641.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,good_confidence_local,high,TIER_2_GOOD,0.6311
roi_0254,DSC_8642.JPG,Fragaria sp. (uncertain),Fragaria,local_uncertain,low,TIER_3_MODERATE,0.4485
roi_0255,DSC_8642.JPG,Limnanthes sp. (uncertain),Limnanthes,local_uncertain,low,TIER_4_LOW,0.3662
roi_0256,DSC_8642.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_5_UNRELIABLE,0.1314
roi_0257,DSC_8642.JPG,Fragaria sp. (uncertain),Fragaria,local_uncertain,low,TIER_3_MODERATE,0.542
roi_0258,DSC_8643.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_5_UNRELIABLE,0.1705
roi_0259,DSC_8644.JPG,Cymbalaria sp. (uncertain),Cymbalaria,local_uncertain,low,TIER_3_MODERATE,0.5011
roi_0262,DSC_8644.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_GENUS_OK,0.4742
roi_0264,DSC_8645.JPG,Lavandula sp. (uncertain),Lavandula,local_uncertain,low,TIER_4_LOW,0.2786
roi_0275,DSC_8648.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_5_UNRELIABLE,0.1686
roi_0277,DSC_8650.JPG,Daucus sp. (uncertain),Daucus,local_uncertain,low,TIER_4_LOW,0.3638
roi_0278,DSC_8650.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_MODERATE,0.5083
roi_0279,DSC_8650.JPG,Hyoscyamus sp. (uncertain),Hyoscyamus,local_uncertain,low,TIER_3_MODERATE,0.465
roi_0280,DSC_8650.JPG,Lupinus sp. (uncertain),Lupinus,local_uncertain,low,TIER_5_UNRELIABLE,0.1252
roi_0281,DSC_8650.JPG,Anemone alpina L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9746
roi_0283,DSC_8651.JPG,Hyoscyamus albus L.,Hyoscyamus,good_confidence_local,high,TIER_2_GOOD,0.7498
roi_0285,DSC_8651.JPG,Hyoscyamus albus L.,Hyoscyamus,high_confidence_local,high,TIER_1_HIGH,0.9876
roi_0286,DSC_8651.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_4_LOW,0.2436
roi_0288,DSC_8651.JPG,Anemone alpina L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9871
roi_0289,DSC_8652.JPG,Anemone alpina L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.8905
roi_0290,DSC_8652.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_5_UNRELIABLE,0.0917
roi_0291,DSC_8652.JPG,Lamium sp. (uncertain),Lamium,local_uncertain,low,TIER_4_LOW,0.3481
roi_0292,DSC_8652.JPG,Hyoscyamus albus L.,Hyoscyamus,high_confidence_local,high,TIER_1_HIGH,0.9151
roi_0293,DSC_8652.JPG,Mussaenda sp. (uncertain),Mussaenda,local_uncertain,low,TIER_5_UNRELIABLE,0.0445
roi_0294,DSC_8654.JPG,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,good_confidence_local,high,TIER_2_GOOD,0.7154
roi_0295,DSC_8654.JPG,Trachelospermum sp. (uncertain),Trachelospermum,local_uncertain,low,TIER_3_MODERATE,0.5587
roi_0296,DSC_8654.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.0821
roi_0297,DSC_8654.JPG,Elodea sp. (uncertain),Elodea,local_uncertain,low,TIER_5_UNRELIABLE,0.0773
roi_0298,DSC_8654.JPG,Lupinus sp. (uncertain),Lupinus,local_uncertain,low,TIER_4_LOW,0.3105
roi_0300,DSC_8654.JPG,Hyoscyamus albus L.,Hyoscyamus,good_confidence_local,high,TIER_2_GOOD,0.6841
roi_0303,DSC_8657.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.3307
roi_0304,DSC_8658.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_5_UNRELIABLE,0.1542
roi_0305,DSC_8658.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_GENUS_OK,0.4355
roi_0306,DSC_8661.JPG,Anemone blanda Schott & Kotschy,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9026
roi_0307,DSC_8661.JPG,Calendula sp. (uncertain),Calendula,local_uncertain,low,TIER_4_LOW,0.236
roi_0308,DSC_8661.JPG,Lithodora sp. (uncertain),Lithodora,local_uncertain,low,TIER_3_MODERATE,0.4079
roi_0309,DSC_8661.JPG,Lavandula angustifolia Mill.,Lavandula,good_confidence_local,high,TIER_2_GOOD,0.7897
roi_0310,DSC_8661.JPG,Lavandula sp. (uncertain),Lavandula,local_uncertain,low,TIER_5_UNRELIABLE,0.0526
roi_0311,DSC_8661.JPG,Lithodora sp. (uncertain),Lithodora,local_uncertain,low,TIER_4_LOW,0.2758
roi_0312,DSC_8711.JPG,Trifolium dubium Sibth.,Trifolium,high_confidence_local,high,TIER_1_HIGH,0.9591
roi_0313,DSC_8711.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_4_LOW,0.3223
roi_0314,DSC_8747.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_3_GENUS_OK,0.411
roi_0315,DSC_8747.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_3_GENUS_OK,0.5038
roi_0316,DSC_8747.JPG,Trifolium campestre Schreb.,Trifolium,high_confidence_local,high,TIER_1_HIGH,0.9082
roi_0317,DSC_8747.JPG,Trifolium campestre Schreb.,Trifolium,high_confidence_local,high,TIER_1_HIGH,0.9586
roi_0318,DSC_8907.JPG,Alcea sp. (uncertain),Alcea,local_uncertain,low,TIER_4_LOW,0.2223
roi_0319,DSC_8908.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_3_GENUS_OK,0.4301
roi_0320,DSC_8908.JPG,Alcea rosea L.,Alcea,high_confidence_local,high,TIER_1_HIGH,0.9975
roi_0321,DSC_8908.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_3_GENUS_OK,0.5441
roi_0322,DSC_8908.JPG,Barbarea vulgaris R.Br.,Barbarea,high_confidence_local,high,TIER_1_HIGH,0.8593
roi_0323,DSC_8908.JPG,Fedia sp. (uncertain),Fedia,local_uncertain,low,TIER_4_LOW,0.3709
roi_0324,DSC_8908.JPG,Epipactis sp. (uncertain),Epipactis,local_uncertain,low,TIER_4_LOW,0.3075
roi_0325,DSC_8909.JPG,Acacia sp. (uncertain),Acacia,local_uncertain,low,TIER_5_UNRELIABLE,0.1223
roi_0326,DSC_8909.JPG,Narthecium ossifragum (L.) Huds.,Narthecium,high_confidence_local,high,TIER_1_HIGH,0.8781
roi_0327,DSC_8909.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_3_MODERATE,0.5961
roi_0328,DSC_8910.JPG,Sedum acre L.,Sedum,good_confidence_local,high,TIER_2_GOOD,0.6328
roi_0329,DSC_8910.JPG,Acacia sp. (uncertain),Acacia,local_uncertain,low,TIER_3_MODERATE,0.4571
roi_0330,DSC_8915.JPG,Punica granatum L.,Punica,good_confidence_local,high,TIER_2_GOOD,0.6395
roi_0332,DSC_8916.JPG,Neotinea sp. (uncertain),Neotinea,local_uncertain,low,TIER_4_LOW,0.2335
roi_0333,DSC_8916.JPG,Neotinea sp. (uncertain),Neotinea,local_uncertain,low,TIER_5_UNRELIABLE,0.107
roi_0334,DSC_8916.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_3_MODERATE,0.4144
roi_0335,DSC_8916.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_5_UNRELIABLE,0.0982
roi_0336,DSC_8917.JPG,Smilax sp. (uncertain),Smilax,local_uncertain,low,TIER_4_LOW,0.3608
roi_0337,DSC_8917.JPG,Alcea sp. (uncertain),Alcea,local_uncertain,low,TIER_4_LOW,0.2234
roi_0340,DSC_8918.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_MODERATE,0.5358
roi_0341,DSC_8918.JPG,Cereus sp. (uncertain),Cereus,local_uncertain,low,TIER_4_LOW,0.3401
