roi_id,source_image,pred1_species,pred1_genus,pred1_conf,pred1_class_idx,pred2_species,pred2_genus,pred2_conf,pred2_class_idx,pred3_species,pred3_genus,pred3_conf,pred3_class_idx,pred4_species,pred4_genus,pred4_conf,pred4_class_idx,pred5_species,pred5_genus,pred5_conf,pred5_class_idx,top1_confidence,top1_top2_gap,top1_genus,top2_genus,genus_agreement,confidence_tier
roi_0025,DSCF1504-2.JPG,Pelargonium inquinans (L.) Aiton,Pelargonium,0.4133,483,Punica granatum L.,Punica,0.4115,122,Pelargonium peltatum (L.) L'Hér.,Pelargonium,0.0694,6,Pelargonium peltatum (L.) Aiton,Pelargonium,0.036,484,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0226,919,0.4133,0.0018,Pelargonium,Punica,False,TIER_3_MODERATE
roi_0026,DSCF1504-2.JPG,Punica granatum L.,Punica,0.9996,122,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0,483,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.0,271,Papaver somniferum L.,Papaver,0.0,203,Anemone coronaria L.,Anemone,0.0,135,0.9996,0.9996,Punica,Pelargonium,False,TIER_1_HIGH
roi_0027,DSCF1505-2.JPG,Punica granatum L.,Punica,0.903,122,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0386,919,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0152,483,Pelargonium × hortorum L.H. Bailey,Pelargonium,0.0117,1017,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.0076,8,0.903,0.8644000000000001,Punica,Pelargonium,False,TIER_1_HIGH
roi_0029,DSCF1506-2.JPG,Punica granatum L.,Punica,0.3911,122,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.3683,919,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0865,483,Pelargonium x hortorum L.H. Bailey,Pelargonium,0.0435,832,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.0212,8,0.3911,0.0227999999999999,Punica,Pelargonium,False,TIER_4_LOW
roi_0032,DSCF1511-2.JPG,Calycanthus floridus L.,Calycanthus,0.6083,564,Adonis flammea Jacq.,Adonis,0.0859,133,Anemone rubra Lam.,Anemone,0.0767,488,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0291,483,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0245,919,0.6083,0.5224,Calycanthus,Adonis,False,TIER_2_GOOD
roi_0034,DSCF1512-2.JPG,Punica granatum L.,Punica,0.9964,122,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0008,483,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.0006,8,Calendula officinalis L.,Calendula,0.0006,35,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0006,919,0.9964,0.9956,Punica,Pelargonium,False,TIER_1_HIGH
roi_0035,DSCF1532-2.JPG,Punica granatum L.,Punica,0.514,122,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.4068,271,Petiveria alliacea L.,Petiveria,0.02,297,Mercurialis perennis L.,Mercurialis,0.0148,66,Calycanthus floridus L.,Calycanthus,0.0091,564,0.514,0.1072,Punica,Trachelospermum,False,TIER_3_MODERATE
roi_0036,DSCF1532-2.JPG,Punica granatum L.,Punica,0.9998,122,Calendula officinalis L.,Calendula,0.0001,35,Freesia x hybrida L.H.Bailey,Freesia,0.0,400,Pereskia bleo (Kunth) DC.,Pereskia,0.0,633,Carthamus tinctorius L.,Carthamus,0.0,246,0.9998,0.9997,Punica,Calendula,False,TIER_1_HIGH
roi_0037,DSCF1541-2.JPG,Punica granatum L.,Punica,0.4657,122,Pelargonium inquinans (L.) Aiton,Pelargonium,0.2669,483,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.0899,8,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0882,919,Pelargonium x hortorum L.H. Bailey,Pelargonium,0.0223,832,0.4657,0.1987999999999999,Punica,Pelargonium,False,TIER_3_MODERATE
roi_0038,DSCF1560-2.JPG,Trifolium pratense L.,Trifolium,0.4648,112,Daphne odora Thunb.,Daphne,0.165,860,Trifolium medium L.,Trifolium,0.1238,546,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.0721,1056,Daphne cneorum L.,Daphne,0.0235,377,0.4648,0.2997999999999999,Trifolium,Daphne,False,TIER_3_MODERATE
roi_0039,DSCF1560-2.JPG,Daphne mezereum L.,Daphne,0.1136,378,Trifolium pratense L.,Trifolium,0.094,112,Lavandula angustifolia Mill.,Lavandula,0.087,173,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.0835,556,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0798,919,0.1136,0.0196,Daphne,Trifolium,False,TIER_5_UNRELIABLE
roi_0040,DSCF1560-2.JPG,Trifolium pratense L.,Trifolium,0.8027,112,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.0631,410,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0201,919,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.0172,1056,Viscaria alpina (L.) G.Don,Viscaria,0.0159,525,0.8027,0.7395999999999999,Trifolium,Hebe,False,TIER_1_HIGH
roi_0041,DSCF1560-2.JPG,Dendrobium nobile Lindl.,Dendrobium,0.1424,705,Daphne striata Tratt.,Daphne,0.115,379,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.0916,410,Viscaria alpina (L.) G.Don,Viscaria,0.0903,525,Viscaria vulgaris Bernh.,Viscaria,0.0654,526,0.1424,0.0273999999999999,Dendrobium,Daphne,False,TIER_5_UNRELIABLE
roi_0042,DSCF1560-2.JPG,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.393,919,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.1592,8,Pelargonium inquinans (L.) Aiton,Pelargonium,0.1128,483,Trifolium pratense L.,Trifolium,0.0504,112,Pelargonium x hybridum (L.) Aiton,Pelargonium,0.0234,482,0.393,0.2338,Pelargonium,Pelargonium,True,TIER_4_LOW
roi_0043,DSCF1560-2.JPG,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.5092,410,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.3846,1056,Viscaria alpina (L.) G.Don,Viscaria,0.0461,525,Daphne odora Thunb.,Daphne,0.0099,860,Trifolium resupinatum L.,Trifolium,0.0073,114,0.5092,0.1245999999999999,Hebe,Hebe,True,TIER_3_GENUS_OK
roi_0044,DSCF1563-2.JPG,Lamium maculatum (L.) L.,Lamium,0.2912,428,Pereskia grandifolia Haw.,Pereskia,0.2695,673,Lamium maculatum L.,Lamium,0.1,755,Cobaea scandens Cav.,Cobaea,0.0488,552,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.0406,271,0.2912,0.0216999999999999,Lamium,Pereskia,False,TIER_4_LOW
roi_0045,DSCF1563-2.JPG,Zamioculcas zamiifolia (Lodd.) Engl.,Zamioculcas,0.1985,322,Pereskia grandifolia Haw.,Pereskia,0.0814,673,Calycanthus floridus L.,Calycanthus,0.0603,564,Lupinus polyphyllus Lindl.,Lupinus,0.0588,263,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,0.0555,271,0.1985,0.1171,Zamioculcas,Pereskia,False,TIER_5_UNRELIABLE
roi_0046,DSCF1563-2.JPG,Lupinus polyphyllus Lindl.,Lupinus,0.6368,263,Calycanthus floridus L.,Calycanthus,0.034,564,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0266,550,Freesia refracta (Jacq.) Klatt,Freesia,0.0256,189,Trifolium alpinum L.,Trifolium,0.0219,521,0.6368,0.6028,Lupinus,Calycanthus,False,TIER_2_GOOD
roi_0047,DSCF1563-2.JPG,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.161,1056,Viscaria alpina (L.) G.Don,Viscaria,0.1523,525,Trifolium pratense L.,Trifolium,0.1421,112,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.1135,410,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0364,919,0.161,0.0087,Hebe,Viscaria,False,TIER_5_UNRELIABLE
roi_0050,DSCF1564-2.JPG,Pereskia grandifolia Haw.,Pereskia,0.2234,673,Zamioculcas zamiifolia (Lodd.) Engl.,Zamioculcas,0.1648,322,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.0979,407,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.0931,1056,Cobaea scandens Cav.,Cobaea,0.0589,552,0.2234,0.0585999999999999,Pereskia,Zamioculcas,False,TIER_4_LOW
roi_0051,DSCF1564-2.JPG,Freesia refracta (Jacq.) Klatt,Freesia,0.3399,189,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.1006,550,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0768,483,Freesia alba (G.L.Mey.) Grumbleton,Freesia,0.041,551,Lupinus polyphyllus Lindl.,Lupinus,0.0328,263,0.3399,0.2392999999999999,Freesia,Freesia,True,TIER_4_LOW
roi_0054,DSCF1564-2.JPG,Daphne striata Tratt.,Daphne,0.2183,379,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.134,1056,Daphne cneorum L.,Daphne,0.1,377,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.093,410,Viscaria alpina (L.) G.Don,Viscaria,0.0638,525,0.2183,0.0842999999999999,Daphne,Hebe,False,TIER_4_LOW
roi_0055,DSCF1571-2.JPG,Trifolium pratense L.,Trifolium,0.3514,112,Calycanthus floridus L.,Calycanthus,0.0786,564,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0538,550,Freesia refracta (Jacq.) Klatt,Freesia,0.04,189,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,0.0344,640,0.3514,0.2728,Trifolium,Calycanthus,False,TIER_4_LOW
roi_0056,DSCF1571-2.JPG,Papaver somniferum L.,Papaver,0.8565,203,Pelargonium inquinans (L.) Aiton,Pelargonium,0.036,483,Anemone coronaria L.,Anemone,0.0161,135,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,0.0125,556,Lamium maculatum (L.) L.,Lamium,0.01,428,0.8565,0.8205,Papaver,Pelargonium,False,TIER_1_HIGH
roi_0057,DSCF1571-2.JPG,Daphne cneorum L.,Daphne,0.3513,377,Daphne mezereum L.,Daphne,0.1806,378,Daphne striata Tratt.,Daphne,0.1501,379,Daphne odora Thunb.,Daphne,0.1131,860,Daphne sericea Vahl,Daphne,0.0695,585,0.3513,0.1707,Daphne,Daphne,True,TIER_4_LOW
roi_0058,DSCF1573-2.JPG,Lupinus polyphyllus Lindl.,Lupinus,0.2804,263,Freesia x hybrida L.H.Bailey,Freesia,0.1754,400,Cobaea scandens Cav.,Cobaea,0.168,552,Trifolium purpureum Loisel.,Trifolium,0.0277,113,Freesia refracta (Jacq.) Klatt,Freesia,0.0274,189,0.2804,0.1049999999999999,Lupinus,Freesia,False,TIER_4_LOW
roi_0059,DSCF1573-2.JPG,Hypericum calycinum L.,Hypericum,0.1599,413,Calycanthus floridus L.,Calycanthus,0.1598,564,Nymphaea alba L.,Nymphaea,0.0629,126,Pereskia grandifolia Haw.,Pereskia,0.0612,673,Mussaenda philippica A. Rich.,Mussaenda,0.0298,301,0.1599,9.9999999999989e-05,Hypericum,Calycanthus,False,TIER_5_UNRELIABLE
roi_0060,DSCF1573-2.JPG,Cobaea scandens Cav.,Cobaea,0.3747,552,Anemone coronaria L.,Anemone,0.1818,135,Ophrys tenthredinifera Willd.,Ophrys,0.169,168,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0419,550,Dendrobium spp.,Dendrobium,0.0294,841,0.3747,0.1929,Cobaea,Anemone,False,TIER_4_LOW
roi_0061,DSCF1573-2.JPG,Freesia refracta (Jacq.) Klatt,Freesia,0.2247,189,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.1503,550,Cobaea scandens Cav.,Cobaea,0.0845,552,Freesia x hybrida L.H.Bailey,Freesia,0.0618,400,Freesia alba (G.L.Mey.) Grumbleton,Freesia,0.0556,551,0.2247,0.0744,Freesia,Freesia,True,TIER_4_LOW
roi_0062,DSCF1573-2.JPG,Freesia refracta (Jacq.) Klatt,Freesia,0.7845,189,Freesia alba (G.L.Mey.) Grumbleton,Freesia,0.0903,551,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0869,550,Freesia x hybrida L.H.Bailey,Freesia,0.0108,400,Lupinus polyphyllus Lindl.,Lupinus,0.0098,263,0.7845,0.6941999999999999,Freesia,Freesia,True,TIER_2_GOOD
roi_0063,DSCF1575-2.JPG,Daphne odora Thunb.,Daphne,0.4382,860,Daphne mezereum L.,Daphne,0.1131,378,Daphne cneorum L.,Daphne,0.0964,377,Daphne sericea Vahl,Daphne,0.093,585,Pereskia grandifolia Haw.,Pereskia,0.0859,673,0.4382,0.3250999999999999,Daphne,Daphne,True,TIER_3_GENUS_OK
roi_0064,DSCF1575-2.JPG,Tradescantia virginiana L.,Tradescantia,0.1968,519,Lamium maculatum L.,Lamium,0.151,755,Tradescantia x andersoniana F.Ludw. & Rohweder,Tradescantia,0.1157,518,Pereskia grandifolia Haw.,Pereskia,0.0785,673,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.0391,1056,0.1968,0.0458,Tradescantia,Lamium,False,TIER_5_UNRELIABLE
roi_0065,DSCF1575-2.JPG,Pelargonium inquinans (L.) Aiton,Pelargonium,0.0927,483,Lamium amplexicaule L.,Lamium,0.0824,16,Lathraea clandestina L.,Lathraea,0.042,429,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.0411,8,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.0401,537,0.0927,0.0103,Pelargonium,Lamium,False,TIER_5_UNRELIABLE
roi_0066,DSCF1575-2.JPG,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.2557,1056,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.1753,410,Cobaea scandens Cav.,Cobaea,0.1188,552,Dendrobium victoriae-reginae Loher,Dendrobium,0.0572,1042,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,0.0542,407,0.2557,0.0803999999999999,Hebe,Hebe,True,TIER_4_LOW
roi_0067,DSCF1575-2.JPG,Lupinus polyphyllus Lindl.,Lupinus,0.1912,263,Cobaea scandens Cav.,Cobaea,0.1358,552,Trifolium pratense L.,Trifolium,0.1348,112,Freesia refracta (Jacq.) Klatt,Freesia,0.0598,189,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0477,550,0.1912,0.0554,Lupinus,Cobaea,False,TIER_5_UNRELIABLE
roi_0068,DSCF1575-2.JPG,Barringtonia asiatica (L.) Kurz,Barringtonia,0.153,318,Alocasia micholitziana Sander,Alocasia,0.0913,858,Morinda citrifolia L.,Morinda,0.0847,278,Xylopia nitida Dunal,Xylopia,0.0735,612,Petiveria alliacea L.,Petiveria,0.0639,297,0.153,0.0616999999999999,Barringtonia,Alocasia,False,TIER_5_UNRELIABLE
roi_0069,DSCF1575-2.JPG,Pereskia grandifolia Haw.,Pereskia,0.3707,673,Lupinus polyphyllus Lindl.,Lupinus,0.0677,263,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0467,550,Dendrobium closterium Rchb.f.,Dendrobium,0.0431,801,Cerbera manghas L.,Cerbera,0.0313,793,0.3707,0.303,Pereskia,Lupinus,False,TIER_4_LOW
roi_0073,DSCF8139-2.JPG,Daphne mezereum L.,Daphne,0.4013,378,Punica granatum L.,Punica,0.2799,122,Antirhea borbonica J.F.Gmel.,Antirhea,0.2156,674,Acalypha integrifolia Willd.,Acalypha,0.0282,682,Schefflera arboricola (Hayata) Merr.,Schefflera,0.0173,694,0.4013,0.1214,Daphne,Punica,False,TIER_3_MODERATE
roi_0074,DSCF8139-2.JPG,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.2073,390,Pelargonium tomentosum Jacq.,Pelargonium,0.1301,1019,Trifolium stellatum L.,Trifolium,0.0774,118,Ophrys insectifera L.,Ophrys,0.0618,188,Macrosyringion longiflorum (Vohl) Rothm.,Macrosyringion,0.034,329,0.2073,0.0772,Epipactis,Pelargonium,False,TIER_4_LOW
roi_0077,DSCF8141-2.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.4303,537,Achyranthes aspera L.,Achyranthes,0.0771,29,Hypericum tetrapterum Fr.,Hypericum,0.0526,78,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0353,919,Alocasia sanderiana W.Bull,Alocasia,0.031,861,0.4303,0.3532,Cymbalaria,Achyranthes,False,TIER_3_MODERATE
roi_0079,DSCF8141-2.JPG,Alocasia sanderiana W.Bull,Alocasia,0.1944,861,Pelargonium inquinans (L.) Aiton,Pelargonium,0.1578,483,Pelargonium graveolens L'Hér.,Pelargonium,0.1379,2,Hyoscyamus albus L.,Hyoscyamus,0.0854,138,Hyoscyamus niger L.,Hyoscyamus,0.0691,139,0.1944,0.0365999999999999,Alocasia,Pelargonium,False,TIER_5_UNRELIABLE
roi_0080,DSCF8141-2.JPG,Trifolium dubium Sibth.,Trifolium,0.1792,223,Thesium humifusum DC.,Thesium,0.1621,182,Erucastrum incanum (L.) W.D.J.Koch,Erucastrum,0.0467,396,Mercurialis perennis L.,Mercurialis,0.0261,66,Dryas octopetala L.,Dryas,0.0259,381,0.1792,0.0171,Trifolium,Thesium,False,TIER_5_UNRELIABLE
roi_0084,DSCF8145-2.JPG,Hyoscyamus albus L.,Hyoscyamus,0.6243,138,Cucurbita maxima Duchesne,Cucurbita,0.3564,371,Cucurbita moschata Duchesne,Cucurbita,0.0094,584,Hyoscyamus niger L.,Hyoscyamus,0.0052,139,Cucurbita foetidissima Kunth,Cucurbita,0.0033,820,0.6243,0.2678999999999999,Hyoscyamus,Cucurbita,False,TIER_2_GOOD
roi_0093,DSCF8151-2.JPG,Chaerophyllum temulum L.,Chaerophyllum,0.6708,144,Petiveria alliacea L.,Petiveria,0.0515,297,Chaerophyllum bulbosum L.,Chaerophyllum,0.0381,534,Achyranthes aspera L.,Achyranthes,0.028,29,Macrosyringion longiflorum (Vohl) Rothm.,Macrosyringion,0.0219,329,0.6708,0.6193,Chaerophyllum,Petiveria,False,TIER_2_GOOD
roi_0098,DSCF8154-2.JPG,Petiveria alliacea L.,Petiveria,0.655,297,Acalypha integrifolia Willd.,Acalypha,0.1763,682,Achyranthes aspera L.,Achyranthes,0.0333,29,Daphne mezereum L.,Daphne,0.0291,378,Geniostoma borbonicum (Lam.) Spreng.,Geniostoma,0.0188,663,0.655,0.4787,Petiveria,Acalypha,False,TIER_2_GOOD
roi_0105,DSCF8155-2.JPG,Anthericum ramosum L.,Anthericum,0.4047,498,Thesium humifusum DC.,Thesium,0.0604,182,Vaccaria hispanica (Mill.) Rauschert,Vaccaria,0.0559,32,Calendula officinalis L.,Calendula,0.0416,35,Moehringia trinervia (L.) Clairv.,Moehringia,0.0345,34,0.4047,0.3443,Anthericum,Thesium,False,TIER_3_MODERATE
roi_0111,DSCF8157-2.JPG,Thesium humifusum DC.,Thesium,0.1865,182,Thesium alpinum L.,Thesium,0.1532,516,Anthericum ramosum L.,Anthericum,0.1363,498,Centranthus angustifolius (Mill.) DC.,Centranthus,0.0899,184,Barbarea verna (Mill.) Asch.,Barbarea,0.0536,235,0.1865,0.0332999999999999,Thesium,Thesium,True,TIER_5_UNRELIABLE
roi_0113,DSCF8158-2.JPG,Calendula officinalis L.,Calendula,0.1957,35,Macrosyringion longiflorum (Vohl) Rothm.,Macrosyringion,0.0542,329,Calendula arvensis M.Bieb.,Calendula,0.0508,899,Erucastrum incanum (L.) W.D.J.Koch,Erucastrum,0.0393,396,Haplophyton crooksii (L.D. Benson) L.D. Benson,Haplophyton,0.0298,956,0.1957,0.1415,Calendula,Macrosyringion,False,TIER_5_UNRELIABLE
roi_0114,DSCF8158-2.JPG,Danthonia decumbens (L.) DC.,Danthonia,0.1983,155,Dryas octopetala L.,Dryas,0.1542,381,Phalaris minor Retz.,Phalaris,0.0954,214,Trifolium arvense L.,Trifolium,0.0893,98,Lavandula latifolia Medik.,Lavandula,0.0492,432,0.1983,0.0441,Danthonia,Dryas,False,TIER_5_UNRELIABLE
roi_0119,DSCF8161-2.JPG,Daphne gnidium L.,Daphne,0.5586,140,Geniostoma borbonicum (Lam.) Spreng.,Geniostoma,0.053,663,Daphne laureola L.,Daphne,0.0427,141,Petiveria alliacea L.,Petiveria,0.0292,297,Acalypha integrifolia Willd.,Acalypha,0.0218,682,0.5586,0.5055999999999999,Daphne,Geniostoma,False,TIER_3_MODERATE
roi_0120,DSCF8161-2.JPG,Pelargonium tomentosum Jacq.,Pelargonium,0.2636,1019,Macrosyringion longiflorum (Vohl) Rothm.,Macrosyringion,0.0826,329,Calendula arvensis L.,Calendula,0.0655,351,Ophrys insectifera L.,Ophrys,0.0637,188,Pelargonium quinquelobatum Hochst. ex A. Rich.,Pelargonium,0.0509,281,0.2636,0.181,Pelargonium,Macrosyringion,False,TIER_4_LOW
roi_0123,DSCF8163-2.JPG,Pelargonium tomentosum Jacq.,Pelargonium,0.4383,1019,Epipactis microphylla (Ehrh.) Sw.,Epipactis,0.1518,390,Macrosyringion longiflorum (Vohl) Rothm.,Macrosyringion,0.1297,329,Acalypha integrifolia Willd.,Acalypha,0.0502,682,Achyranthes aspera L.,Achyranthes,0.032,29,0.4383,0.2865,Pelargonium,Epipactis,False,TIER_3_MODERATE
roi_0128,DSC_0036.JPG,Angelica sylvestris L.,Angelica,0.5673,495,Angelica archangelica L.,Angelica,0.0936,533,Pyracantha coccinea M.Roem.,Pyracantha,0.088,499,Trinia glauca (L.) Dumort.,Trinia,0.0793,547,Meum athamanticum Jacq.,Meum,0.0453,146,0.5673,0.4737,Angelica,Angelica,True,TIER_3_GENUS_OK
roi_0130,DSC_5562[.jpg,Acacia dealbata Link,Acacia,0.2487,230,Thapsia villosa L.,Thapsia,0.1518,148,Acacia baileyana F.Muell.,Acacia,0.1515,599,Holodiscus discolor (Pursh) Maxim.,Holodiscus,0.062,501,Daucus carota L.,Daucus,0.0501,204,0.2487,0.0969,Acacia,Thapsia,False,TIER_4_LOW
